tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;13;3000;TT;7;3000;0
;tTT1;14;4000;TT;7;4000;0
;tTT2;8;2000;TT;7;2000;0
;tTT3;3;2000;TT;7;2000;0
;tTT4;13;2000;TT;7;2000;0
;tTT5;2;2000;TT;7;2000;0
;tTT6;4;2000;TT;7;2000;0
;tTT7;21;3000;TT;7;3000;0
;tTT8;7;3000;TT;7;3000;0
;tTT9;6;2000;TT;7;2000;0
;tTT10;22;2000;TT;7;2000;0
;tTT11;7;3000;TT;7;3000;0
;tTT12;2;3000;TT;7;3000;0
;tTT13;5;4000;TT;7;4000;0
;tTT14;7;3000;TT;7;3000;0
;tTT15;8;3000;TT;7;3000;0
;tTT16;24;3000;TT;7;3000;0
;tTT17;5;2000;TT;7;2000;0
;tTT18;9;4000;TT;7;4000;0
;tTT19;36;3000;TT;7;3000;0
;tTT20;3;2000;TT;7;2000;0
;tTT21;11;3000;TT;7;3000;0
;tTT22;1;3000;TT;7;3000;0
;tTT23;15;2000;TT;7;2000;0
;tTT24;1;2000;TT;7;2000;0
;tTT25;5;2000;TT;7;2000;0
;tTT26;6;2000;TT;7;2000;0
;tTT27;2;3000;TT;7;3000;0
;tTT28;3;4000;TT;7;4000;0
;tTT29;11;2000;TT;7;2000;0
;tET1;234;4000;ET;0;1936;2
;tET2;91;4000;ET;0;1618;3
;tET7;141;4000;ET;0;1539;2
;tET4;271;3000;ET;0;1370;1
;tET14;13;3000;ET;1;1274;3
;tET17;99;3000;ET;1;1210;1
;tET13;33;4000;ET;2;1157;2
;tET15;97;4000;ET;2;1119;2
;tET18;80;4000;ET;2;1118;2
;tET9;56;3000;ET;2;991;1
;tET11;76;2000;ET;3;913;1
;tET12;163;2000;ET;4;898;1
;tET3;20;3000;ET;4;861;3
;tET16;16;2000;ET;4;830;1
;tET19;90;2000;ET;5;790;3
;tET6;56;2000;ET;5;743;2
;tET0;16;2000;ET;6;697;2
;tET10;227;2000;ET;6;685;2
;tET5;108;2000;ET;6;646;1
;tET8;11;2000;ET;6;602;1
