tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;121;3000;TT;7;3000;0
;tTT1;42;2000;TT;7;2000;0
;tTT2;2;2000;TT;7;2000;0
;tTT3;4;2000;TT;7;2000;0
;tTT4;3;2000;TT;7;2000;0
;tTT5;244;4000;TT;7;4000;0
;tTT6;8;2000;TT;7;2000;0
;tTT7;37;4000;TT;7;4000;0
;tTT8;232;3000;TT;7;3000;0
;tTT9;44;4000;TT;7;4000;0
;tTT10;84;3000;TT;7;3000;0
;tTT11;36;2000;TT;7;2000;0
;tTT12;102;3000;TT;7;3000;0
;tTT13;4;3000;TT;7;3000;0
;tTT14;226;4000;TT;7;4000;0
;tTT15;129;3000;TT;7;3000;0
;tTT16;71;4000;TT;7;4000;0
;tTT17;66;2000;TT;7;2000;0
;tTT18;40;4000;TT;7;4000;0
;tTT19;47;3000;TT;7;3000;0
;tTT20;49;2000;TT;7;2000;0
;tTT21;25;2000;TT;7;2000;0
;tTT22;2;2000;TT;7;2000;0
;tTT23;25;2000;TT;7;2000;0
;tTT24;287;4000;TT;7;4000;0
;tTT25;43;2000;TT;7;2000;0
;tTT26;151;4000;TT;7;4000;0
;tTT27;3;4000;TT;7;4000;0
;tTT28;61;2000;TT;7;2000;0
;tTT29;21;3000;TT;7;3000;0
;tET8;7;4000;ET;0;1969;1
;tET13;16;4000;ET;0;1906;2
;tET14;16;4000;ET;1;1700;1
;tET6;6;4000;ET;1;1693;3
;tET19;30;4000;ET;1;1688;3
;tET1;24;4000;ET;2;1658;2
;tET0;51;4000;ET;2;1181;3
;tET4;2;4000;ET;3;1133;2
;tET2;15;4000;ET;3;1010;2
;tET16;11;3000;ET;3;965;1
;tET9;9;2000;ET;4;944;2
;tET7;29;2000;ET;4;940;2
;tET11;6;2000;ET;4;896;2
;tET5;21;2000;ET;4;874;2
;tET3;15;3000;ET;5;811;3
;tET15;2;2000;ET;5;772;2
;tET18;25;2000;ET;5;722;1
;tET12;9;2000;ET;5;608;2
;tET17;1;2000;ET;5;534;1
;tET10;5;2000;ET;6;520;2
