tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;35;2000;TT;7;2000;0
;tTT1;21;3000;TT;7;3000;0
;tTT2;27;3000;TT;7;3000;0
;tTT3;31;2000;TT;7;2000;0
;tTT4;90;2000;TT;7;2000;0
;tTT5;77;4000;TT;7;4000;0
;tTT6;37;4000;TT;7;4000;0
;tTT7;11;3000;TT;7;3000;0
;tTT8;32;3000;TT;7;3000;0
;tTT9;104;3000;TT;7;3000;0
;tTT10;41;2000;TT;7;2000;0
;tTT11;16;2000;TT;7;2000;0
;tTT12;48;4000;TT;7;4000;0
;tTT13;7;2000;TT;7;2000;0
;tTT14;133;3000;TT;7;3000;0
;tTT15;1;2000;TT;7;2000;0
;tTT16;11;2000;TT;7;2000;0
;tTT17;18;3000;TT;7;3000;0
;tTT18;76;2000;TT;7;2000;0
;tTT19;146;3000;TT;7;3000;0
;tTT20;27;2000;TT;7;2000;0
;tTT21;14;2000;TT;7;2000;0
;tTT22;56;2000;TT;7;2000;0
;tTT23;48;4000;TT;7;4000;0
;tTT24;16;4000;TT;7;4000;0
;tTT25;27;2000;TT;7;2000;0
;tTT26;227;2000;TT;7;2000;0
;tTT27;56;2000;TT;7;2000;0
;tTT28;12;3000;TT;7;3000;0
;tTT29;74;3000;TT;7;3000;0
;tET16;8;4000;ET;0;1881;3
;tET13;100;4000;ET;0;1864;3
;tET17;4;4000;ET;1;1709;1
;tET6;20;4000;ET;2;1599;1
;tET2;51;3000;ET;3;1310;3
;tET7;10;3000;ET;3;1303;2
;tET1;77;4000;ET;4;1175;2
;tET12;19;4000;ET;5;1113;3
;tET3;139;3000;ET;5;1077;3
;tET15;25;3000;ET;5;950;2
;tET9;3;2000;ET;5;910;3
;tET19;20;3000;ET;5;845;3
;tET18;9;2000;ET;5;811;3
;tET8;131;3000;ET;5;808;3
;tET0;22;2000;ET;5;793;3
;tET10;10;3000;ET;6;789;2
;tET4;167;2000;ET;6;620;3
;tET14;26;2000;ET;6;607;3
;tET5;3;2000;ET;6;535;3
;tET11;7;2000;ET;6;525;1
