tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;71;2000;TT;7;2000;0
;tTT1;3;2000;TT;7;2000;0
;tTT2;66;3000;TT;7;3000;0
;tTT3;21;4000;TT;7;4000;0
;tTT4;125;4000;TT;7;4000;0
;tTT5;66;2000;TT;7;2000;0
;tTT6;16;3000;TT;7;3000;0
;tTT7;84;3000;TT;7;3000;0
;tTT8;61;4000;TT;7;4000;0
;tTT9;67;3000;TT;7;3000;0
;tTT10;21;3000;TT;7;3000;0
;tTT11;47;2000;TT;7;2000;0
;tTT12;195;4000;TT;7;4000;0
;tTT13;53;4000;TT;7;4000;0
;tTT14;112;4000;TT;7;4000;0
;tTT15;7;2000;TT;7;2000;0
;tTT16;6;3000;TT;7;3000;0
;tTT17;106;3000;TT;7;3000;0
;tTT18;14;2000;TT;7;2000;0
;tTT19;127;4000;TT;7;4000;0
;tTT20;9;4000;TT;7;4000;0
;tTT21;82;3000;TT;7;3000;0
;tTT22;38;3000;TT;7;3000;0
;tTT23;33;2000;TT;7;2000;0
;tTT24;63;2000;TT;7;2000;0
;tTT25;22;3000;TT;7;3000;0
;tTT26;24;2000;TT;7;2000;0
;tTT27;210;4000;TT;7;4000;0
;tTT28;75;2000;TT;7;2000;0
;tTT29;17;3000;TT;7;3000;0
;tET17;14;4000;ET;0;1681;1
;tET8;99;4000;ET;0;1524;3
;tET14;33;4000;ET;0;1422;1
;tET9;40;4000;ET;1;1411;3
;tET19;9;3000;ET;1;1324;1
;tET3;61;3000;ET;2;1322;2
;tET6;125;4000;ET;2;1285;3
;tET5;84;3000;ET;3;1162;2
;tET18;69;4000;ET;3;1120;1
;tET4;103;4000;ET;3;1091;1
;tET7;1;3000;ET;3;1084;2
;tET1;2;3000;ET;3;1033;1
;tET10;2;3000;ET;3;1001;3
;tET11;68;3000;ET;4;972;2
;tET2;58;2000;ET;4;903;2
;tET16;80;3000;ET;4;891;3
;tET15;38;2000;ET;5;802;1
;tET0;16;2000;ET;5;752;1
;tET13;43;2000;ET;5;692;3
;tET12;7;2000;ET;6;620;3
