tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;72;4000;TT;7;4000;0
;tTT1;8;4000;TT;7;4000;0
;tTT2;24;2000;TT;7;2000;0
;tTT3;13;4000;TT;7;4000;0
;tTT4;257;3000;TT;7;3000;0
;tTT5;5;2000;TT;7;2000;0
;tTT6;4;3000;TT;7;3000;0
;tTT7;162;4000;TT;7;4000;0
;tTT8;136;4000;TT;7;4000;0
;tTT9;77;2000;TT;7;2000;0
;tTT10;159;3000;TT;7;3000;0
;tTT11;115;2000;TT;7;2000;0
;tTT12;1;2000;TT;7;2000;0
;tTT13;22;4000;TT;7;4000;0
;tTT14;32;2000;TT;7;2000;0
;tTT15;26;2000;TT;7;2000;0
;tTT16;25;2000;TT;7;2000;0
;tTT17;46;3000;TT;7;3000;0
;tTT18;75;2000;TT;7;2000;0
;tTT19;55;3000;TT;7;3000;0
;tTT20;48;2000;TT;7;2000;0
;tTT21;27;2000;TT;7;2000;0
;tTT22;21;4000;TT;7;4000;0
;tTT23;125;4000;TT;7;4000;0
;tTT24;46;4000;TT;7;4000;0
;tTT25;1;4000;TT;7;4000;0
;tTT26;23;4000;TT;7;4000;0
;tTT27;13;3000;TT;7;3000;0
;tTT28;18;2000;TT;7;2000;0
;tTT29;98;3000;TT;7;3000;0
;tET16;5;4000;ET;0;1730;2
;tET13;55;4000;ET;0;1714;1
;tET5;35;4000;ET;0;1609;1
;tET14;65;4000;ET;0;1505;1
;tET12;124;3000;ET;0;1467;3
;tET0;19;4000;ET;1;1436;2
;tET10;33;3000;ET;1;1252;2
;tET6;4;4000;ET;2;1052;3
;tET2;3;3000;ET;2;1029;3
;tET18;41;3000;ET;2;1024;1
;tET17;84;3000;ET;2;1000;1
;tET7;29;2000;ET;4;898;2
;tET8;63;3000;ET;4;862;1
;tET4;20;2000;ET;4;852;1
;tET19;84;3000;ET;4;791;1
;tET15;12;2000;ET;4;745;3
;tET9;74;2000;ET;4;705;2
;tET1;1;2000;ET;5;636;3
;tET3;57;2000;ET;6;609;2
;tET11;35;2000;ET;6;561;3
