tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;14;3000;TT;7;3000;0
;tTT1;6;4000;TT;7;4000;0
;tTT2;9;2000;TT;7;2000;0
;tTT3;1;3000;TT;7;3000;0
;tTT4;78;3000;TT;7;3000;0
;tTT5;9;2000;TT;7;2000;0
;tTT6;17;2000;TT;7;2000;0
;tTT7;11;3000;TT;7;3000;0
;tTT8;50;4000;TT;7;4000;0
;tTT9;72;2000;TT;7;2000;0
;tTT10;12;4000;TT;7;4000;0
;tTT11;7;3000;TT;7;3000;0
;tTT12;3;4000;TT;7;4000;0
;tTT13;1;2000;TT;7;2000;0
;tTT14;6;3000;TT;7;3000;0
;tTT15;6;3000;TT;7;3000;0
;tTT16;14;2000;TT;7;2000;0
;tTT17;45;3000;TT;7;3000;0
;tTT18;38;4000;TT;7;4000;0
;tTT19;27;2000;TT;7;2000;0
;tTT20;7;3000;TT;7;3000;0
;tTT21;11;2000;TT;7;2000;0
;tTT22;8;3000;TT;7;3000;0
;tTT23;6;3000;TT;7;3000;0
;tTT24;8;3000;TT;7;3000;0
;tTT25;37;2000;TT;7;2000;0
;tTT26;9;3000;TT;7;3000;0
;tTT27;21;4000;TT;7;4000;0
;tTT28;11;4000;TT;7;4000;0
;tTT29;8;3000;TT;7;3000;0
;tET19;77;4000;ET;0;1799;2
;tET14;81;4000;ET;0;1523;3
;tET2;163;3000;ET;0;1485;1
;tET10;158;3000;ET;1;1472;1
;tET11;42;4000;ET;1;1417;1
;tET13;50;3000;ET;1;1395;3
;tET0;77;3000;ET;1;1362;2
;tET8;111;3000;ET;1;1345;3
;tET7;114;3000;ET;2;1328;2
;tET18;167;4000;ET;2;1245;1
;tET9;207;4000;ET;2;1215;2
;tET1;119;3000;ET;3;965;1
;tET6;30;2000;ET;4;948;2
;tET5;39;2000;ET;5;920;3
;tET16;7;2000;ET;5;893;3
;tET12;117;2000;ET;5;844;2
;tET3;7;2000;ET;5;774;3
;tET17;78;2000;ET;5;751;1
;tET15;234;2000;ET;6;682;2
;tET4;79;2000;ET;6;635;3
