tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;4;4000;TT;7;4000;0
;tTT1;2;4000;TT;7;4000;0
;tTT2;3;2000;TT;7;2000;0
;tTT3;9;2000;TT;7;2000;0
;tTT4;23;4000;TT;7;4000;0
;tTT5;10;3000;TT;7;3000;0
;tTT6;7;4000;TT;7;4000;0
;tTT7;20;2000;TT;7;2000;0
;tTT8;1;2000;TT;7;2000;0
;tTT9;13;3000;TT;7;3000;0
;tTT10;18;4000;TT;7;4000;0
;tTT11;9;3000;TT;7;3000;0
;tTT12;6;3000;TT;7;3000;0
;tTT13;3;2000;TT;7;2000;0
;tTT14;15;2000;TT;7;2000;0
;tTT15;5;2000;TT;7;2000;0
;tTT16;13;4000;TT;7;4000;0
;tTT17;1;2000;TT;7;2000;0
;tTT18;14;2000;TT;7;2000;0
;tTT19;30;4000;TT;7;4000;0
;tTT20;25;2000;TT;7;2000;0
;tTT21;4;3000;TT;7;3000;0
;tTT22;4;4000;TT;7;4000;0
;tTT23;3;4000;TT;7;4000;0
;tTT24;14;2000;TT;7;2000;0
;tTT25;9;3000;TT;7;3000;0
;tTT26;1;4000;TT;7;4000;0
;tTT27;7;2000;TT;7;2000;0
;tTT28;4;3000;TT;7;3000;0
;tTT29;12;4000;TT;7;4000;0
;tET17;152;4000;ET;0;1647;3
;tET9;32;4000;ET;0;1543;3
;tET1;346;4000;ET;0;1539;1
;tET14;190;4000;ET;1;1485;2
;tET13;90;3000;ET;1;1428;3
;tET2;69;3000;ET;1;1389;2
;tET5;34;4000;ET;1;1345;2
;tET16;260;4000;ET;2;1320;2
;tET10;11;3000;ET;3;1289;1
;tET11;103;3000;ET;3;1281;3
;tET19;91;3000;ET;4;1222;3
;tET12;74;4000;ET;4;1205;1
;tET3;90;3000;ET;5;1162;2
;tET18;2;3000;ET;5;1159;3
;tET0;48;4000;ET;5;1015;1
;tET7;36;3000;ET;5;765;1
;tET8;27;2000;ET;5;725;2
;tET15;31;2000;ET;5;698;1
;tET4;48;2000;ET;6;617;3
;tET6;5;2000;ET;6;565;3
