tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;3;2000;TT;7;2000;0
;tTT1;20;4000;TT;7;4000;0
;tTT2;1;3000;TT;7;3000;0
;tTT3;4;4000;TT;7;4000;0
;tTT4;6;2000;TT;7;2000;0
;tTT5;13;2000;TT;7;2000;0
;tTT6;9;3000;TT;7;3000;0
;tTT7;4;4000;TT;7;4000;0
;tTT8;7;4000;TT;7;4000;0
;tTT9;9;2000;TT;7;2000;0
;tTT10;2;3000;TT;7;3000;0
;tTT11;14;4000;TT;7;4000;0
;tTT12;6;3000;TT;7;3000;0
;tTT13;24;4000;TT;7;4000;0
;tTT14;29;2000;TT;7;2000;0
;tTT15;3;4000;TT;7;4000;0
;tTT16;28;4000;TT;7;4000;0
;tTT17;1;4000;TT;7;4000;0
;tTT18;13;4000;TT;7;4000;0
;tTT19;10;4000;TT;7;4000;0
;tTT20;2;2000;TT;7;2000;0
;tTT21;24;4000;TT;7;4000;0
;tTT22;5;3000;TT;7;3000;0
;tTT23;21;2000;TT;7;2000;0
;tTT24;8;2000;TT;7;2000;0
;tTT25;9;3000;TT;7;3000;0
;tTT26;14;2000;TT;7;2000;0
;tTT27;2;2000;TT;7;2000;0
;tTT28;2;2000;TT;7;2000;0
;tTT29;3;2000;TT;7;2000;0
;tET18;208;4000;ET;0;1765;2
;tET13;198;4000;ET;0;1668;2
;tET11;4;4000;ET;1;1623;2
;tET12;39;3000;ET;1;1470;3
;tET2;9;4000;ET;2;1336;3
;tET14;47;3000;ET;2;1290;1
;tET15;35;3000;ET;2;1289;1
;tET9;58;4000;ET;2;1176;2
;tET5;256;3000;ET;3;1085;2
;tET4;62;4000;ET;3;1067;3
;tET6;17;4000;ET;3;1005;2
;tET7;80;3000;ET;4;922;1
;tET3;20;3000;ET;4;897;1
;tET8;114;2000;ET;4;873;1
;tET1;8;2000;ET;4;871;3
;tET19;119;2000;ET;5;830;1
;tET10;13;2000;ET;6;784;1
;tET16;53;2000;ET;6;750;3
;tET17;100;2000;ET;6;702;3
;tET0;4;2000;ET;6;633;3
