tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;4;3000;TT;7;3000;0
;tTT1;18;3000;TT;7;3000;0
;tTT2;109;4000;TT;7;4000;0
;tTT3;184;4000;TT;7;4000;0
;tTT4;71;3000;TT;7;3000;0
;tTT5;5;4000;TT;7;4000;0
;tTT6;56;3000;TT;7;3000;0
;tTT7;124;4000;TT;7;4000;0
;tTT8;20;3000;TT;7;3000;0
;tTT9;16;2000;TT;7;2000;0
;tTT10;145;4000;TT;7;4000;0
;tTT11;123;2000;TT;7;2000;0
;tTT12;197;4000;TT;7;4000;0
;tTT13;119;3000;TT;7;3000;0
;tTT14;49;4000;TT;7;4000;0
;tTT15;103;4000;TT;7;4000;0
;tTT16;18;2000;TT;7;2000;0
;tTT17;171;3000;TT;7;3000;0
;tTT18;3;4000;TT;7;4000;0
;tTT19;79;3000;TT;7;3000;0
;tTT20;31;2000;TT;7;2000;0
;tTT21;11;4000;TT;7;4000;0
;tTT22;53;3000;TT;7;3000;0
;tTT23;84;2000;TT;7;2000;0
;tTT24;7;2000;TT;7;2000;0
;tTT25;10;2000;TT;7;2000;0
;tTT26;108;3000;TT;7;3000;0
;tTT27;1;2000;TT;7;2000;0
;tTT28;55;3000;TT;7;3000;0
;tTT29;152;2000;TT;7;2000;0
;tET12;82;4000;ET;0;1552;2
;tET4;8;4000;ET;0;1530;3
;tET8;12;3000;ET;1;1418;2
;tET14;24;4000;ET;1;1364;1
;tET3;44;3000;ET;1;1357;1
;tET13;45;4000;ET;1;1278;3
;tET6;68;4000;ET;2;1271;3
;tET16;6;4000;ET;2;1262;2
;tET18;1;3000;ET;3;1222;1
;tET10;28;4000;ET;4;1031;1
;tET15;44;3000;ET;4;1025;2
;tET0;11;2000;ET;5;986;1
;tET1;25;2000;ET;5;918;1
;tET9;48;2000;ET;5;891;3
;tET17;9;2000;ET;6;873;3
;tET11;6;2000;ET;6;872;1
;tET5;4;2000;ET;6;680;1
;tET2;20;2000;ET;6;641;1
;tET19;45;2000;ET;6;617;3
;tET7;41;2000;ET;6;552;1
