tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;7;2000;TT;7;2000;0
;tTT1;24;4000;TT;7;4000;0
;tTT2;56;4000;TT;7;4000;0
;tTT3;1;2000;TT;7;2000;0
;tTT4;21;3000;TT;7;3000;0
;tTT5;3;4000;TT;7;4000;0
;tTT6;56;3000;TT;7;3000;0
;tTT7;22;3000;TT;7;3000;0
;tTT8;6;4000;TT;7;4000;0
;tTT9;3;3000;TT;7;3000;0
;tTT10;3;3000;TT;7;3000;0
;tTT11;20;4000;TT;7;4000;0
;tTT12;8;3000;TT;7;3000;0
;tTT13;40;3000;TT;7;3000;0
;tTT14;27;4000;TT;7;4000;0
;tTT15;1;2000;TT;7;2000;0
;tTT16;89;2000;TT;7;2000;0
;tTT17;8;2000;TT;7;2000;0
;tTT18;2;2000;TT;7;2000;0
;tTT19;3;4000;TT;7;4000;0
;tTT20;16;2000;TT;7;2000;0
;tTT21;4;2000;TT;7;2000;0
;tTT22;33;4000;TT;7;4000;0
;tTT23;6;3000;TT;7;3000;0
;tTT24;26;4000;TT;7;4000;0
;tTT25;9;3000;TT;7;3000;0
;tTT26;36;4000;TT;7;4000;0
;tTT27;40;4000;TT;7;4000;0
;tTT28;8;2000;TT;7;2000;0
;tTT29;26;2000;TT;7;2000;0
;tET18;337;4000;ET;0;1893;2
;tET14;60;4000;ET;1;1877;2
;tET13;159;4000;ET;2;1751;1
;tET8;1;4000;ET;2;1716;3
;tET2;4;4000;ET;2;1634;3
;tET7;54;4000;ET;3;1590;3
;tET16;292;4000;ET;4;1583;3
;tET10;157;4000;ET;4;1303;1
;tET15;220;3000;ET;5;1279;1
;tET9;129;3000;ET;5;1112;2
;tET3;73;2000;ET;5;970;3
;tET17;1;2000;ET;5;962;1
;tET19;32;2000;ET;5;955;3
;tET11;9;2000;ET;6;922;2
;tET0;17;3000;ET;6;913;1
;tET4;13;2000;ET;6;869;1
;tET12;215;2000;ET;6;779;2
;tET5;9;2000;ET;6;748;1
;tET6;126;2000;ET;6;705;3
;tET1;154;2000;ET;6;554;2
