tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;43;3000;TT;7;3000;0
;tTT1;46;4000;TT;7;4000;0
;tTT2;10;4000;TT;7;4000;0
;tTT3;49;3000;TT;7;3000;0
;tTT4;16;2000;TT;7;2000;0
;tTT5;9;3000;TT;7;3000;0
;tTT6;19;3000;TT;7;3000;0
;tTT7;3;4000;TT;7;4000;0
;tTT8;41;2000;TT;7;2000;0
;tTT9;46;3000;TT;7;3000;0
;tTT10;50;4000;TT;7;4000;0
;tTT11;123;3000;TT;7;3000;0
;tTT12;9;3000;TT;7;3000;0
;tTT13;12;2000;TT;7;2000;0
;tTT14;183;3000;TT;7;3000;0
;tTT15;6;3000;TT;7;3000;0
;tTT16;15;4000;TT;7;4000;0
;tTT17;136;3000;TT;7;3000;0
;tTT18;61;2000;TT;7;2000;0
;tTT19;30;2000;TT;7;2000;0
;tTT20;63;4000;TT;7;4000;0
;tTT21;15;3000;TT;7;3000;0
;tTT22;6;2000;TT;7;2000;0
;tTT23;52;3000;TT;7;3000;0
;tTT24;5;2000;TT;7;2000;0
;tTT25;121;4000;TT;7;4000;0
;tTT26;53;3000;TT;7;3000;0
;tTT27;5;3000;TT;7;3000;0
;tTT28;25;3000;TT;7;3000;0
;tTT29;340;4000;TT;7;4000;0
;tET8;21;4000;ET;0;1890;2
;tET10;126;4000;ET;0;1740;2
;tET13;218;4000;ET;0;1460;2
;tET17;12;3000;ET;1;1445;1
;tET5;9;3000;ET;1;1390;3
;tET19;6;4000;ET;1;1348;1
;tET1;41;3000;ET;2;1216;2
;tET15;31;3000;ET;2;1194;2
;tET2;187;4000;ET;2;1170;2
;tET14;27;4000;ET;2;1145;1
;tET16;78;4000;ET;3;1037;2
;tET6;55;4000;ET;4;1019;2
;tET11;60;3000;ET;4;1008;2
;tET0;26;3000;ET;4;856;3
;tET18;10;2000;ET;4;779;3
;tET12;8;2000;ET;5;762;3
;tET7;41;2000;ET;5;743;2
;tET9;7;2000;ET;6;715;2
;tET3;35;2000;ET;6;708;1
;tET4;27;2000;ET;6;552;3
