tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;1;3000;TT;7;3000;0
;tTT1;20;3000;TT;7;3000;0
;tTT2;22;3000;TT;7;3000;0
;tTT3;3;4000;TT;7;4000;0
;tTT4;4;4000;TT;7;4000;0
;tTT5;27;4000;TT;7;4000;0
;tTT6;7;2000;TT;7;2000;0
;tTT7;38;4000;TT;7;4000;0
;tTT8;24;3000;TT;7;3000;0
;tTT9;14;4000;TT;7;4000;0
;tTT10;6;4000;TT;7;4000;0
;tTT11;6;4000;TT;7;4000;0
;tTT12;1;4000;TT;7;4000;0
;tTT13;21;4000;TT;7;4000;0
;tTT14;12;2000;TT;7;2000;0
;tTT15;2;3000;TT;7;3000;0
;tTT16;12;3000;TT;7;3000;0
;tTT17;4;2000;TT;7;2000;0
;tTT18;1;2000;TT;7;2000;0
;tTT19;23;4000;TT;7;4000;0
;tTT20;2;2000;TT;7;2000;0
;tTT21;10;4000;TT;7;4000;0
;tTT22;8;2000;TT;7;2000;0
;tTT23;9;4000;TT;7;4000;0
;tTT24;2;3000;TT;7;3000;0
;tTT25;55;4000;TT;7;4000;0
;tTT26;2;3000;TT;7;3000;0
;tTT27;8;3000;TT;7;3000;0
;tTT28;2;3000;TT;7;3000;0
;tTT29;4;3000;TT;7;3000;0
;tET2;12;4000;ET;0;1933;1
;tET16;92;4000;ET;0;1773;3
;tET4;59;4000;ET;0;1727;3
;tET6;44;4000;ET;0;1549;2
;tET18;150;3000;ET;1;1341;3
;tET12;66;4000;ET;2;1313;2
;tET0;86;3000;ET;2;1122;1
;tET7;31;4000;ET;2;1066;1
;tET14;3;4000;ET;3;1025;2
;tET9;102;2000;ET;3;991;1
;tET11;87;2000;ET;3;985;2
;tET3;163;3000;ET;3;971;2
;tET10;64;3000;ET;4;966;1
;tET8;23;3000;ET;4;874;2
;tET5;130;3000;ET;5;843;1
;tET19;48;2000;ET;5;821;3
;tET15;11;2000;ET;5;760;2
;tET17;45;2000;ET;5;722;3
;tET1;56;2000;ET;6;686;2
;tET13;92;2000;ET;6;561;3
