tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;24;3000;TT;7;3000;0
;tTT1;3;3000;TT;7;3000;0
;tTT2;2;3000;TT;7;3000;0
;tTT3;4;4000;TT;7;4000;0
;tTT4;5;2000;TT;7;2000;0
;tTT5;2;3000;TT;7;3000;0
;tTT6;11;3000;TT;7;3000;0
;tTT7;2;3000;TT;7;3000;0
;tTT8;2;3000;TT;7;3000;0
;tTT9;1;3000;TT;7;3000;0
;tTT10;21;2000;TT;7;2000;0
;tTT11;3;4000;TT;7;4000;0
;tTT12;8;3000;TT;7;3000;0
;tTT13;6;2000;TT;7;2000;0
;tTT14;2;4000;TT;7;4000;0
;tTT15;1;4000;TT;7;4000;0
;tTT16;46;3000;TT;7;3000;0
;tTT17;24;4000;TT;7;4000;0
;tTT18;12;2000;TT;7;2000;0
;tTT19;4;4000;TT;7;4000;0
;tTT20;2;4000;TT;7;4000;0
;tTT21;6;2000;TT;7;2000;0
;tTT22;10;2000;TT;7;2000;0
;tTT23;24;2000;TT;7;2000;0
;tTT24;9;3000;TT;7;3000;0
;tTT25;3;2000;TT;7;2000;0
;tTT26;9;3000;TT;7;3000;0
;tTT27;7;2000;TT;7;2000;0
;tTT28;14;4000;TT;7;4000;0
;tTT29;16;3000;TT;7;3000;0
;tET16;107;4000;ET;0;1936;3
;tET2;24;4000;ET;1;1887;2
;tET17;16;4000;ET;1;1825;3
;tET3;7;4000;ET;1;1510;3
;tET9;47;3000;ET;1;1472;1
;tET15;22;4000;ET;2;1351;2
;tET1;100;4000;ET;2;1304;3
;tET11;251;3000;ET;2;1220;1
;tET5;31;4000;ET;2;1187;1
;tET18;16;3000;ET;2;1100;1
;tET12;55;2000;ET;3;962;1
;tET14;248;2000;ET;4;912;1
;tET0;149;2000;ET;4;887;3
;tET7;7;3000;ET;5;878;1
;tET8;31;3000;ET;5;855;3
;tET4;14;2000;ET;5;632;2
;tET19;81;2000;ET;5;586;1
;tET6;2;2000;ET;6;529;1
;tET10;39;2000;ET;6;526;1
;tET13;32;2000;ET;6;521;1
