tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;1;4000;TT;7;4000;0
;tTT1;4;4000;TT;7;4000;0
;tTT2;7;2000;TT;7;2000;0
;tTT3;1;3000;TT;7;3000;0
;tTT4;6;4000;TT;7;4000;0
;tTT5;6;4000;TT;7;4000;0
;tTT6;3;3000;TT;7;3000;0
;tTT7;12;3000;TT;7;3000;0
;tTT8;7;3000;TT;7;3000;0
;tTT9;13;4000;TT;7;4000;0
;tTT10;20;4000;TT;7;4000;0
;tTT11;10;2000;TT;7;2000;0
;tTT12;6;2000;TT;7;2000;0
;tTT13;7;3000;TT;7;3000;0
;tTT14;21;4000;TT;7;4000;0
;tTT15;13;3000;TT;7;3000;0
;tTT16;8;2000;TT;7;2000;0
;tTT17;5;3000;TT;7;3000;0
;tTT18;10;4000;TT;7;4000;0
;tTT19;11;2000;TT;7;2000;0
;tTT20;10;2000;TT;7;2000;0
;tTT21;4;2000;TT;7;2000;0
;tTT22;4;2000;TT;7;2000;0
;tTT23;21;2000;TT;7;2000;0
;tTT24;16;4000;TT;7;4000;0
;tTT25;15;4000;TT;7;4000;0
;tTT26;14;2000;TT;7;2000;0
;tTT27;5;4000;TT;7;4000;0
;tTT28;20;2000;TT;7;2000;0
;tTT29;14;4000;TT;7;4000;0
;tET15;15;4000;ET;0;1819;2
;tET12;26;4000;ET;0;1607;3
;tET4;169;4000;ET;0;1560;1
;tET17;23;3000;ET;1;1467;2
;tET10;370;4000;ET;1;1351;2
;tET11;101;4000;ET;1;1336;1
;tET6;220;3000;ET;1;1315;1
;tET18;82;4000;ET;2;1173;2
;tET5;48;4000;ET;2;1049;2
;tET0;153;3000;ET;3;1041;3
;tET9;34;3000;ET;3;933;3
;tET13;10;2000;ET;5;908;3
;tET19;4;3000;ET;5;896;1
;tET3;26;3000;ET;5;854;1
;tET2;94;3000;ET;5;814;2
;tET14;23;2000;ET;5;814;2
;tET16;181;3000;ET;6;796;1
;tET8;63;2000;ET;6;737;3
;tET1;12;2000;ET;6;549;1
;tET7;4;2000;ET;6;547;1
