tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;63;4000;TT;7;4000;0
;tTT1;2;2000;TT;7;2000;0
;tTT2;11;3000;TT;7;3000;0
;tTT3;6;3000;TT;7;3000;0
;tTT4;40;3000;TT;7;3000;0
;tTT5;38;4000;TT;7;4000;0
;tTT6;16;3000;TT;7;3000;0
;tTT7;38;3000;TT;7;3000;0
;tTT8;4;2000;TT;7;2000;0
;tTT9;10;4000;TT;7;4000;0
;tTT10;9;3000;TT;7;3000;0
;tTT11;10;4000;TT;7;4000;0
;tTT12;24;2000;TT;7;2000;0
;tTT13;65;2000;TT;7;2000;0
;tTT14;47;4000;TT;7;4000;0
;tTT15;21;4000;TT;7;4000;0
;tTT16;12;4000;TT;7;4000;0
;tTT17;35;2000;TT;7;2000;0
;tTT18;1;4000;TT;7;4000;0
;tTT19;43;4000;TT;7;4000;0
;tTT20;2;2000;TT;7;2000;0
;tTT21;23;3000;TT;7;3000;0
;tTT22;22;2000;TT;7;2000;0
;tTT23;12;3000;TT;7;3000;0
;tTT24;4;2000;TT;7;2000;0
;tTT25;1;2000;TT;7;2000;0
;tTT26;14;3000;TT;7;3000;0
;tTT27;1;4000;TT;7;4000;0
;tTT28;14;3000;TT;7;3000;0
;tTT29;16;4000;TT;7;4000;0
;tET7;19;4000;ET;0;1702;3
;tET11;26;4000;ET;0;1478;3
;tET2;42;3000;ET;0;1464;3
;tET6;61;3000;ET;0;1429;1
;tET10;111;3000;ET;1;1411;2
;tET16;15;3000;ET;1;1224;3
;tET13;4;3000;ET;1;1222;3
;tET9;20;3000;ET;2;1173;3
;tET15;82;3000;ET;2;1161;2
;tET4;114;4000;ET;3;1150;1
;tET3;11;3000;ET;3;988;2
;tET18;6;2000;ET;3;930;2
;tET14;34;3000;ET;4;918;1
;tET1;8;3000;ET;4;914;2
;tET17;56;2000;ET;4;614;2
;tET19;77;2000;ET;4;589;1
;tET5;32;2000;ET;5;575;3
;tET12;3;2000;ET;6;567;2
;tET0;87;2000;ET;6;535;3
;tET8;7;2000;ET;6;531;3
