tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;44;2000;TT;7;2000;0
;tTT1;20;2000;TT;7;2000;0
;tTT2;25;2000;TT;7;2000;0
;tTT3;55;3000;TT;7;3000;0
;tTT4;27;2000;TT;7;2000;0
;tTT5;30;3000;TT;7;3000;0
;tTT6;60;2000;TT;7;2000;0
;tTT7;43;2000;TT;7;2000;0
;tTT8;83;3000;TT;7;3000;0
;tTT9;30;3000;TT;7;3000;0
;tTT10;80;3000;TT;7;3000;0
;tTT11;99;4000;TT;7;4000;0
;tTT12;101;3000;TT;7;3000;0
;tTT13;84;2000;TT;7;2000;0
;tTT14;114;3000;TT;7;3000;0
;tTT15;22;4000;TT;7;4000;0
;tTT16;72;4000;TT;7;4000;0
;tTT17;21;2000;TT;7;2000;0
;tTT18;21;3000;TT;7;3000;0
;tTT19;40;4000;TT;7;4000;0
;tTT20;2;2000;TT;7;2000;0
;tTT21;175;3000;TT;7;3000;0
;tTT22;44;2000;TT;7;2000;0
;tTT23;24;4000;TT;7;4000;0
;tTT24;94;2000;TT;7;2000;0
;tTT25;368;4000;TT;7;4000;0
;tTT26;1;3000;TT;7;3000;0
;tTT27;275;4000;TT;7;4000;0
;tTT28;35;2000;TT;7;2000;0
;tTT29;4;2000;TT;7;2000;0
;tET13;15;4000;ET;0;1841;1
;tET8;9;4000;ET;0;1815;1
;tET10;13;4000;ET;0;1753;3
;tET7;49;4000;ET;1;1653;1
;tET6;19;3000;ET;1;1487;2
;tET4;7;3000;ET;2;1469;3
;tET9;22;4000;ET;2;1394;1
;tET16;5;3000;ET;2;1342;2
;tET15;20;3000;ET;2;1318;3
;tET19;21;4000;ET;3;1248;1
;tET17;54;4000;ET;3;1184;3
;tET11;14;3000;ET;3;1165;3
;tET12;13;4000;ET;3;1083;1
;tET18;10;3000;ET;3;1078;1
;tET3;4;3000;ET;4;875;1
;tET14;9;2000;ET;5;841;3
;tET2;1;2000;ET;5;818;3
;tET5;21;2000;ET;6;617;1
;tET0;16;2000;ET;6;544;1
;tET1;9;2000;ET;6;538;2
