tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;16;4000;TT;7;4000;0
;tTT1;6;2000;TT;7;2000;0
;tTT2;111;3000;TT;7;3000;0
;tTT3;117;4000;TT;7;4000;0
;tTT4;9;4000;TT;7;4000;0
;tTT5;185;3000;TT;7;3000;0
;tTT6;26;2000;TT;7;2000;0
;tTT7;13;4000;TT;7;4000;0
;tTT8;22;3000;TT;7;3000;0
;tTT9;1;3000;TT;7;3000;0
;tTT10;10;3000;TT;7;3000;0
;tTT11;61;4000;TT;7;4000;0
;tTT12;56;4000;TT;7;4000;0
;tTT13;48;2000;TT;7;2000;0
;tTT14;31;2000;TT;7;2000;0
;tTT15;74;2000;TT;7;2000;0
;tTT16;3;2000;TT;7;2000;0
;tTT17;9;4000;TT;7;4000;0
;tTT18;7;2000;TT;7;2000;0
;tTT19;10;4000;TT;7;4000;0
;tTT20;39;4000;TT;7;4000;0
;tTT21;333;4000;TT;7;4000;0
;tTT22;91;3000;TT;7;3000;0
;tTT23;28;3000;TT;7;3000;0
;tTT24;26;2000;TT;7;2000;0
;tTT25;137;2000;TT;7;2000;0
;tTT26;8;3000;TT;7;3000;0
;tTT27;106;2000;TT;7;2000;0
;tTT28;109;3000;TT;7;3000;0
;tTT29;58;3000;TT;7;3000;0
;tET8;58;4000;ET;1;1791;1
;tET14;59;4000;ET;2;1466;1
;tET18;11;3000;ET;2;1435;2
;tET12;19;3000;ET;3;1113;3
;tET3;44;3000;ET;4;1092;2
;tET16;41;3000;ET;4;1072;3
;tET19;6;3000;ET;4;1056;3
;tET5;79;3000;ET;4;1047;2
;tET15;1;2000;ET;4;927;2
;tET1;39;3000;ET;5;907;2
;tET10;68;2000;ET;5;906;1
;tET9;6;2000;ET;5;878;1
;tET17;13;3000;ET;5;824;2
;tET13;33;2000;ET;5;813;1
;tET2;1;2000;ET;5;780;3
;tET7;5;2000;ET;5;718;3
;tET4;8;2000;ET;6;658;2
;tET11;11;2000;ET;6;619;3
;tET0;16;2000;ET;6;550;1
;tET6;33;2000;ET;6;529;1
