tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;140;2000;TT;7;2000;0
;tTT1;161;3000;TT;7;3000;0
;tTT2;84;4000;TT;7;4000;0
;tTT3;98;4000;TT;7;4000;0
;tTT4;69;4000;TT;7;4000;0
;tTT5;44;2000;TT;7;2000;0
;tTT6;17;2000;TT;7;2000;0
;tTT7;35;2000;TT;7;2000;0
;tTT8;11;4000;TT;7;4000;0
;tTT9;10;2000;TT;7;2000;0
;tTT10;10;3000;TT;7;3000;0
;tTT11;29;3000;TT;7;3000;0
;tTT12;161;4000;TT;7;4000;0
;tTT13;57;3000;TT;7;3000;0
;tTT14;34;4000;TT;7;4000;0
;tTT15;71;4000;TT;7;4000;0
;tTT16;79;3000;TT;7;3000;0
;tTT17;14;2000;TT;7;2000;0
;tTT18;70;2000;TT;7;2000;0
;tTT19;34;2000;TT;7;2000;0
;tTT20;20;3000;TT;7;3000;0
;tTT21;144;4000;TT;7;4000;0
;tTT22;12;3000;TT;7;3000;0
;tTT23;14;2000;TT;7;2000;0
;tTT24;20;2000;TT;7;2000;0
;tTT25;81;2000;TT;7;2000;0
;tTT26;12;2000;TT;7;2000;0
;tTT27;162;3000;TT;7;3000;0
;tTT28;47;4000;TT;7;4000;0
;tTT29;8;2000;TT;7;2000;0
;tET4;93;4000;ET;0;1998;3
;tET17;11;4000;ET;0;1859;3
;tET10;175;4000;ET;1;1817;1
;tET16;52;4000;ET;1;1673;1
;tET6;5;3000;ET;1;1419;3
;tET9;56;4000;ET;1;1353;2
;tET1;12;3000;ET;2;1244;1
;tET3;99;4000;ET;2;1217;1
;tET2;40;3000;ET;2;1185;3
;tET8;6;4000;ET;4;1174;1
;tET18;6;3000;ET;4;1089;3
;tET5;6;2000;ET;4;994;3
;tET14;9;2000;ET;4;889;2
;tET12;37;2000;ET;4;865;2
;tET15;7;2000;ET;4;858;2
;tET19;30;3000;ET;5;831;2
;tET0;3;2000;ET;6;830;2
;tET7;12;3000;ET;6;761;1
;tET13;1;2000;ET;6;654;2
;tET11;27;2000;ET;6;545;1
