tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;18;3000;TT;7;3000;0
;tTT1;37;2000;TT;7;2000;0
;tTT2;5;2000;TT;7;2000;0
;tTT3;4;2000;TT;7;2000;0
;tTT4;23;3000;TT;7;3000;0
;tTT5;16;4000;TT;7;4000;0
;tTT6;2;4000;TT;7;4000;0
;tTT7;46;4000;TT;7;4000;0
;tTT8;181;3000;TT;7;3000;0
;tTT9;66;3000;TT;7;3000;0
;tTT10;14;2000;TT;7;2000;0
;tTT11;16;2000;TT;7;2000;0
;tTT12;27;2000;TT;7;2000;0
;tTT13;70;3000;TT;7;3000;0
;tTT14;62;3000;TT;7;3000;0
;tTT15;18;3000;TT;7;3000;0
;tTT16;4;3000;TT;7;3000;0
;tTT17;20;3000;TT;7;3000;0
;tTT18;7;4000;TT;7;4000;0
;tTT19;25;3000;TT;7;3000;0
;tTT20;25;2000;TT;7;2000;0
;tTT21;36;3000;TT;7;3000;0
;tTT22;2;3000;TT;7;3000;0
;tTT23;12;2000;TT;7;2000;0
;tTT24;3;4000;TT;7;4000;0
;tTT25;19;4000;TT;7;4000;0
;tTT26;30;4000;TT;7;4000;0
;tTT27;6;3000;TT;7;3000;0
;tTT28;45;3000;TT;7;3000;0
;tTT29;39;3000;TT;7;3000;0
;tET9;2;4000;ET;0;1928;2
;tET12;18;4000;ET;0;1722;2
;tET17;31;3000;ET;0;1347;3
;tET7;53;3000;ET;0;1343;3
;tET2;23;4000;ET;1;1304;1
;tET4;1;3000;ET;1;1265;2
;tET1;12;3000;ET;1;1131;1
;tET8;42;4000;ET;3;1082;1
;tET5;74;4000;ET;3;1050;3
;tET18;12;4000;ET;3;1022;1
;tET13;4;2000;ET;4;943;3
;tET19;3;3000;ET;4;874;3
;tET10;1;2000;ET;4;874;2
;tET0;2;2000;ET;5;851;2
;tET16;9;2000;ET;5;851;1
;tET11;4;3000;ET;6;839;2
;tET6;12;2000;ET;6;806;1
;tET3;1;2000;ET;6;604;2
;tET15;3;2000;ET;6;594;2
;tET14;19;2000;ET;6;541;3
