tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;19;2000;TT;7;2000;0
;tTT1;66;3000;TT;7;3000;0
;tTT2;76;4000;TT;7;4000;0
;tTT3;21;2000;TT;7;2000;0
;tTT4;25;2000;TT;7;2000;0
;tTT5;32;4000;TT;7;4000;0
;tTT6;186;3000;TT;7;3000;0
;tTT7;78;4000;TT;7;4000;0
;tTT8;13;4000;TT;7;4000;0
;tTT9;12;4000;TT;7;4000;0
;tTT10;40;2000;TT;7;2000;0
;tTT11;34;3000;TT;7;3000;0
;tTT12;106;3000;TT;7;3000;0
;tTT13;47;4000;TT;7;4000;0
;tTT14;58;2000;TT;7;2000;0
;tTT15;44;2000;TT;7;2000;0
;tTT16;103;4000;TT;7;4000;0
;tTT17;39;4000;TT;7;4000;0
;tTT18;48;2000;TT;7;2000;0
;tTT19;7;4000;TT;7;4000;0
;tTT20;111;3000;TT;7;3000;0
;tTT21;40;2000;TT;7;2000;0
;tTT22;37;3000;TT;7;3000;0
;tTT23;49;4000;TT;7;4000;0
;tTT24;46;4000;TT;7;4000;0
;tTT25;65;4000;TT;7;4000;0
;tTT26;27;2000;TT;7;2000;0
;tTT27;20;2000;TT;7;2000;0
;tTT28;4;3000;TT;7;3000;0
;tTT29;45;4000;TT;7;4000;0
;tET7;16;4000;ET;0;1800;2
;tET6;66;4000;ET;0;1757;2
;tET19;23;4000;ET;1;1733;2
;tET15;32;3000;ET;1;1247;1
;tET13;79;3000;ET;1;1075;1
;tET18;17;4000;ET;1;1037;1
;tET5;5;3000;ET;1;1028;1
;tET9;33;2000;ET;2;988;2
;tET11;12;2000;ET;2;930;2
;tET2;78;3000;ET;2;863;3
;tET10;110;3000;ET;3;863;3
;tET12;96;2000;ET;4;803;3
;tET1;4;3000;ET;4;801;1
;tET4;28;2000;ET;4;798;2
;tET3;30;2000;ET;4;784;1
;tET0;39;2000;ET;5;767;3
;tET14;18;2000;ET;5;761;1
;tET16;39;3000;ET;5;760;2
;tET8;36;2000;ET;6;750;1
;tET17;23;2000;ET;6;648;2
