tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;56;3000;TT;7;3000;0
;tTT1;82;4000;TT;7;4000;0
;tTT2;35;2000;TT;7;2000;0
;tTT3;15;2000;TT;7;2000;0
;tTT4;43;3000;TT;7;3000;0
;tTT5;58;3000;TT;7;3000;0
;tTT6;5;4000;TT;7;4000;0
;tTT7;133;2000;TT;7;2000;0
;tTT8;256;4000;TT;7;4000;0
;tTT9;153;4000;TT;7;4000;0
;tTT10;34;2000;TT;7;2000;0
;tTT11;350;4000;TT;7;4000;0
;tTT12;79;4000;TT;7;4000;0
;tTT13;28;3000;TT;7;3000;0
;tTT14;69;4000;TT;7;4000;0
;tTT15;10;2000;TT;7;2000;0
;tTT16;10;2000;TT;7;2000;0
;tTT17;121;4000;TT;7;4000;0
;tTT18;15;3000;TT;7;3000;0
;tTT19;31;3000;TT;7;3000;0
;tTT20;35;3000;TT;7;3000;0
;tTT21;48;4000;TT;7;4000;0
;tTT22;1;2000;TT;7;2000;0
;tTT23;92;3000;TT;7;3000;0
;tTT24;34;3000;TT;7;3000;0
;tTT25;39;4000;TT;7;4000;0
;tTT26;6;2000;TT;7;2000;0
;tTT27;54;2000;TT;7;2000;0
;tTT28;36;4000;TT;7;4000;0
;tTT29;64;4000;TT;7;4000;0
;tET8;13;4000;ET;0;1859;3
;tET17;34;4000;ET;0;1785;3
;tET5;11;4000;ET;1;1774;1
;tET1;5;4000;ET;1;1680;3
;tET14;20;4000;ET;1;1556;1
;tET2;17;3000;ET;2;1387;2
;tET19;25;3000;ET;2;1122;1
;tET6;21;4000;ET;2;1060;1
;tET16;13;2000;ET;2;990;1
;tET3;9;2000;ET;2;976;3
;tET10;2;2000;ET;3;951;3
;tET12;2;2000;ET;3;948;1
;tET15;7;3000;ET;3;937;3
;tET18;22;3000;ET;4;915;2
;tET9;10;2000;ET;4;844;1
;tET4;4;2000;ET;5;806;2
;tET0;4;2000;ET;5;676;3
;tET7;31;2000;ET;5;654;2
;tET11;34;2000;ET;6;569;3
;tET13;1;2000;ET;6;541;1
