tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;8;3000;TT;7;3000;0
;tTT1;2;2000;TT;7;2000;0
;tTT2;1;2000;TT;7;2000;0
;tTT3;16;3000;TT;7;3000;0
;tTT4;1;2000;TT;7;2000;0
;tTT5;9;3000;TT;7;3000;0
;tTT6;6;3000;TT;7;3000;0
;tTT7;16;3000;TT;7;3000;0
;tTT8;2;2000;TT;7;2000;0
;tTT9;7;3000;TT;7;3000;0
;tTT10;18;4000;TT;7;4000;0
;tTT11;17;3000;TT;7;3000;0
;tTT12;2;4000;TT;7;4000;0
;tTT13;5;3000;TT;7;3000;0
;tTT14;3;2000;TT;7;2000;0
;tTT15;5;4000;TT;7;4000;0
;tTT16;3;4000;TT;7;4000;0
;tTT17;26;3000;TT;7;3000;0
;tTT18;21;2000;TT;7;2000;0
;tTT19;18;2000;TT;7;2000;0
;tTT20;11;2000;TT;7;2000;0
;tTT21;7;3000;TT;7;3000;0
;tTT22;32;4000;TT;7;4000;0
;tTT23;15;3000;TT;7;3000;0
;tTT24;1;2000;TT;7;2000;0
;tTT25;3;4000;TT;7;4000;0
;tTT26;13;3000;TT;7;3000;0
;tTT27;16;4000;TT;7;4000;0
;tTT28;10;2000;TT;7;2000;0
;tTT29;6;3000;TT;7;3000;0
;tET15;14;4000;ET;0;1968;2
;tET4;1;4000;ET;0;1950;2
;tET11;28;4000;ET;0;1896;1
;tET17;15;4000;ET;1;1849;3
;tET9;104;4000;ET;1;1765;3
;tET10;40;4000;ET;2;1426;1
;tET2;81;4000;ET;3;1356;2
;tET14;51;4000;ET;3;1336;2
;tET16;18;4000;ET;3;1329;3
;tET3;18;3000;ET;3;1280;2
;tET19;37;3000;ET;3;1248;3
;tET12;37;3000;ET;3;1247;3
;tET7;24;3000;ET;3;1135;3
;tET8;4;3000;ET;3;1097;1
;tET6;12;3000;ET;4;1058;3
;tET18;38;4000;ET;5;1018;2
;tET13;71;2000;ET;5;894;2
;tET0;14;2000;ET;6;814;2
;tET5;25;2000;ET;6;579;2
;tET1;13;2000;ET;6;528;3
