tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;5;3000;TT;7;3000;0
;tTT1;7;2000;TT;7;2000;0
;tTT2;10;3000;TT;7;3000;0
;tTT3;35;3000;TT;7;3000;0
;tTT4;15;4000;TT;7;4000;0
;tTT5;102;4000;TT;7;4000;0
;tTT6;13;2000;TT;7;2000;0
;tTT7;57;4000;TT;7;4000;0
;tTT8;2;2000;TT;7;2000;0
;tTT9;15;3000;TT;7;3000;0
;tTT10;29;3000;TT;7;3000;0
;tTT11;6;2000;TT;7;2000;0
;tTT12;11;2000;TT;7;2000;0
;tTT13;68;4000;TT;7;4000;0
;tTT14;9;2000;TT;7;2000;0
;tTT15;9;3000;TT;7;3000;0
;tTT16;37;4000;TT;7;4000;0
;tTT17;20;3000;TT;7;3000;0
;tTT18;2;2000;TT;7;2000;0
;tTT19;2;3000;TT;7;3000;0
;tTT20;65;4000;TT;7;4000;0
;tTT21;3;2000;TT;7;2000;0
;tTT22;12;4000;TT;7;4000;0
;tTT23;69;4000;TT;7;4000;0
;tTT24;17;4000;TT;7;4000;0
;tTT25;14;3000;TT;7;3000;0
;tTT26;32;3000;TT;7;3000;0
;tTT27;22;4000;TT;7;4000;0
;tTT28;11;4000;TT;7;4000;0
;tTT29;6;2000;TT;7;2000;0
;tET14;8;4000;ET;0;1871;1
;tET15;40;4000;ET;0;1851;3
;tET2;5;4000;ET;1;1736;1
;tET11;14;4000;ET;1;1661;1
;tET0;12;4000;ET;1;1509;2
;tET12;13;3000;ET;2;1378;3
;tET9;40;3000;ET;2;1315;2
;tET17;17;3000;ET;3;1267;3
;tET3;17;4000;ET;3;1242;3
;tET13;7;3000;ET;4;1185;3
;tET18;1;4000;ET;4;1155;1
;tET4;1;4000;ET;4;1127;3
;tET19;18;4000;ET;5;1118;3
;tET7;63;3000;ET;5;1057;3
;tET1;2;3000;ET;5;802;1
;tET10;33;3000;ET;5;801;1
;tET6;6;2000;ET;6;787;3
;tET16;19;2000;ET;6;662;3
;tET8;1;2000;ET;6;619;1
;tET5;7;2000;ET;6;532;2
