tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;20;3000;TT;7;3000;0
;tTT1;24;4000;TT;7;4000;0
;tTT2;9;3000;TT;7;3000;0
;tTT3;4;4000;TT;7;4000;0
;tTT4;32;4000;TT;7;4000;0
;tTT5;19;2000;TT;7;2000;0
;tTT6;2;3000;TT;7;3000;0
;tTT7;55;3000;TT;7;3000;0
;tTT8;21;2000;TT;7;2000;0
;tTT9;15;3000;TT;7;3000;0
;tTT10;28;4000;TT;7;4000;0
;tTT11;20;4000;TT;7;4000;0
;tTT12;15;2000;TT;7;2000;0
;tTT13;4;3000;TT;7;3000;0
;tTT14;1;3000;TT;7;3000;0
;tTT15;55;3000;TT;7;3000;0
;tTT16;23;3000;TT;7;3000;0
;tTT17;4;3000;TT;7;3000;0
;tTT18;20;3000;TT;7;3000;0
;tTT19;34;3000;TT;7;3000;0
;tTT20;2;3000;TT;7;3000;0
;tTT21;31;2000;TT;7;2000;0
;tTT22;10;2000;TT;7;2000;0
;tTT23;5;4000;TT;7;4000;0
;tTT24;10;2000;TT;7;2000;0
;tTT25;7;3000;TT;7;3000;0
;tTT26;61;4000;TT;7;4000;0
;tTT27;38;3000;TT;7;3000;0
;tTT28;2;3000;TT;7;3000;0
;tTT29;47;4000;TT;7;4000;0
;tET19;5;4000;ET;0;1955;1
;tET12;25;4000;ET;0;1825;2
;tET2;16;4000;ET;1;1788;3
;tET3;53;4000;ET;1;1710;3
;tET17;4;4000;ET;1;1676;3
;tET4;15;3000;ET;2;1388;1
;tET5;3;3000;ET;2;1339;2
;tET6;9;3000;ET;3;1317;2
;tET9;79;3000;ET;3;1262;2
;tET11;6;3000;ET;3;1072;2
;tET7;5;4000;ET;4;1037;1
;tET18;5;2000;ET;4;993;1
;tET10;5;2000;ET;4;936;3
;tET15;1;3000;ET;4;871;3
;tET1;17;2000;ET;4;850;2
;tET14;8;3000;ET;4;827;3
;tET16;18;3000;ET;4;760;2
;tET8;3;2000;ET;5;688;1
;tET13;9;2000;ET;5;624;3
;tET0;20;2000;ET;5;599;1
