tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;20;4000;TT;7;4000;0
;tTT1;18;3000;TT;7;3000;0
;tTT2;83;3000;TT;7;3000;0
;tTT3;43;4000;TT;7;4000;0
;tTT4;56;3000;TT;7;3000;0
;tTT5;49;4000;TT;7;4000;0
;tTT6;87;2000;TT;7;2000;0
;tTT7;71;3000;TT;7;3000;0
;tTT8;11;3000;TT;7;3000;0
;tTT9;20;2000;TT;7;2000;0
;tTT10;49;3000;TT;7;3000;0
;tTT11;28;4000;TT;7;4000;0
;tTT12;19;4000;TT;7;4000;0
;tTT13;2;2000;TT;7;2000;0
;tTT14;6;2000;TT;7;2000;0
;tTT15;8;3000;TT;7;3000;0
;tTT16;23;3000;TT;7;3000;0
;tTT17;41;3000;TT;7;3000;0
;tTT18;1;2000;TT;7;2000;0
;tTT19;129;4000;TT;7;4000;0
;tTT20;40;4000;TT;7;4000;0
;tTT21;23;2000;TT;7;2000;0
;tTT22;11;3000;TT;7;3000;0
;tTT23;1;3000;TT;7;3000;0
;tTT24;1;2000;TT;7;2000;0
;tTT25;1;2000;TT;7;2000;0
;tTT26;9;2000;TT;7;2000;0
;tTT27;23;2000;TT;7;2000;0
;tTT28;14;3000;TT;7;3000;0
;tTT29;25;3000;TT;7;3000;0
;tET11;35;4000;ET;0;1980;1
;tET5;126;4000;ET;1;1834;3
;tET17;39;4000;ET;1;1710;2
;tET13;11;4000;ET;1;1701;3
;tET15;44;4000;ET;1;1441;1
;tET14;3;3000;ET;3;1417;1
;tET16;87;4000;ET;3;1395;3
;tET4;17;4000;ET;3;1220;1
;tET12;164;4000;ET;4;1219;2
;tET18;19;4000;ET;4;1168;2
;tET6;153;4000;ET;4;1111;1
;tET8;148;3000;ET;5;1041;2
;tET1;1;4000;ET;5;1032;3
;tET10;10;2000;ET;5;976;3
;tET3;70;2000;ET;5;893;2
;tET7;48;3000;ET;5;821;3
;tET9;7;2000;ET;6;804;1
;tET2;9;2000;ET;6;729;1
;tET0;20;2000;ET;6;705;3
;tET19;9;2000;ET;6;519;2
