tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;75;3000;TT;7;3000;0
;tTT1;59;4000;TT;7;4000;0
;tTT2;172;2000;TT;7;2000;0
;tTT3;31;3000;TT;7;3000;0
;tTT4;71;3000;TT;7;3000;0
;tTT5;8;2000;TT;7;2000;0
;tTT6;117;2000;TT;7;2000;0
;tTT7;11;3000;TT;7;3000;0
;tTT8;20;2000;TT;7;2000;0
;tTT9;64;2000;TT;7;2000;0
;tTT10;68;2000;TT;7;2000;0
;tTT11;47;2000;TT;7;2000;0
;tTT12;11;4000;TT;7;4000;0
;tTT13;89;2000;TT;7;2000;0
;tTT14;50;2000;TT;7;2000;0
;tTT15;7;2000;TT;7;2000;0
;tTT16;30;4000;TT;7;4000;0
;tTT17;53;2000;TT;7;2000;0
;tTT18;6;2000;TT;7;2000;0
;tTT19;80;3000;TT;7;3000;0
;tTT20;99;2000;TT;7;2000;0
;tTT21;63;3000;TT;7;3000;0
;tTT22;145;2000;TT;7;2000;0
;tTT23;122;4000;TT;7;4000;0
;tTT24;31;4000;TT;7;4000;0
;tTT25;31;3000;TT;7;3000;0
;tTT26;42;2000;TT;7;2000;0
;tTT27;18;2000;TT;7;2000;0
;tTT28;68;4000;TT;7;4000;0
;tTT29;7;2000;TT;7;2000;0
;tET3;42;3000;ET;0;1465;3
;tET0;10;4000;ET;0;1383;1
;tET12;36;4000;ET;1;1331;2
;tET10;19;3000;ET;1;1285;3
;tET9;6;3000;ET;1;1203;3
;tET18;72;3000;ET;1;1187;2
;tET5;29;4000;ET;2;1182;2
;tET2;30;3000;ET;3;1125;2
;tET15;148;3000;ET;3;999;3
;tET16;1;2000;ET;3;989;2
;tET6;18;2000;ET;3;965;2
;tET1;95;3000;ET;4;956;2
;tET7;1;2000;ET;4;876;3
;tET13;15;3000;ET;5;811;1
;tET11;24;2000;ET;5;754;1
;tET19;7;2000;ET;5;733;1
;tET14;15;2000;ET;5;614;1
;tET17;4;2000;ET;5;586;3
;tET4;9;2000;ET;5;549;2
;tET8;8;2000;ET;6;523;1
