tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;44;2000;TT;7;2000;0
;tTT1;53;4000;TT;7;4000;0
;tTT2;7;2000;TT;7;2000;0
;tTT3;146;4000;TT;7;4000;0
;tTT4;9;2000;TT;7;2000;0
;tTT5;52;3000;TT;7;3000;0
;tTT6;32;2000;TT;7;2000;0
;tTT7;46;2000;TT;7;2000;0
;tTT8;98;4000;TT;7;4000;0
;tTT9;17;3000;TT;7;3000;0
;tTT10;17;2000;TT;7;2000;0
;tTT11;7;3000;TT;7;3000;0
;tTT12;89;3000;TT;7;3000;0
;tTT13;39;3000;TT;7;3000;0
;tTT14;110;3000;TT;7;3000;0
;tTT15;23;4000;TT;7;4000;0
;tTT16;40;3000;TT;7;3000;0
;tTT17;40;4000;TT;7;4000;0
;tTT18;13;4000;TT;7;4000;0
;tTT19;1;4000;TT;7;4000;0
;tTT20;23;2000;TT;7;2000;0
;tTT21;32;3000;TT;7;3000;0
;tTT22;12;2000;TT;7;2000;0
;tTT23;2;2000;TT;7;2000;0
;tTT24;18;3000;TT;7;3000;0
;tTT25;68;3000;TT;7;3000;0
;tTT26;68;4000;TT;7;4000;0
;tTT27;44;3000;TT;7;3000;0
;tTT28;17;3000;TT;7;3000;0
;tTT29;43;2000;TT;7;2000;0
;tET11;36;4000;ET;1;1898;2
;tET15;33;4000;ET;1;1864;2
;tET16;15;4000;ET;1;1734;3
;tET12;51;4000;ET;1;1507;2
;tET8;12;4000;ET;1;1481;3
;tET9;14;4000;ET;2;1368;1
;tET7;11;4000;ET;2;1314;3
;tET6;12;4000;ET;2;1309;3
;tET19;17;3000;ET;2;1184;2
;tET4;18;3000;ET;3;1121;3
;tET3;37;4000;ET;3;1029;1
;tET10;26;3000;ET;3;1005;1
;tET2;145;2000;ET;3;922;1
;tET1;3;2000;ET;4;916;1
;tET18;5;3000;ET;4;854;3
;tET13;16;3000;ET;5;819;1
;tET5;65;3000;ET;6;812;2
;tET17;13;2000;ET;6;774;1
;tET14;21;2000;ET;6;618;1
;tET0;15;2000;ET;6;504;3
