tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;26;4000;TT;7;4000;0
;tTT1;121;3000;TT;7;3000;0
;tTT2;54;2000;TT;7;2000;0
;tTT3;79;3000;TT;7;3000;0
;tTT4;51;3000;TT;7;3000;0
;tTT5;19;3000;TT;7;3000;0
;tTT6;13;2000;TT;7;2000;0
;tTT7;10;4000;TT;7;4000;0
;tTT8;5;4000;TT;7;4000;0
;tTT9;3;4000;TT;7;4000;0
;tTT10;40;3000;TT;7;3000;0
;tTT11;116;4000;TT;7;4000;0
;tTT12;47;4000;TT;7;4000;0
;tTT13;29;3000;TT;7;3000;0
;tTT14;14;4000;TT;7;4000;0
;tTT15;81;2000;TT;7;2000;0
;tTT16;23;2000;TT;7;2000;0
;tTT17;66;2000;TT;7;2000;0
;tTT18;21;3000;TT;7;3000;0
;tTT19;19;2000;TT;7;2000;0
;tTT20;92;4000;TT;7;4000;0
;tTT21;13;3000;TT;7;3000;0
;tTT22;4;4000;TT;7;4000;0
;tTT23;60;2000;TT;7;2000;0
;tTT24;2;4000;TT;7;4000;0
;tTT25;15;4000;TT;7;4000;0
;tTT26;32;2000;TT;7;2000;0
;tTT27;18;2000;TT;7;2000;0
;tTT28;19;2000;TT;7;2000;0
;tTT29;19;4000;TT;7;4000;0
;tET19;14;4000;ET;0;1962;3
;tET9;126;4000;ET;0;1901;3
;tET8;34;4000;ET;0;1822;1
;tET10;38;4000;ET;0;1649;3
;tET11;47;4000;ET;0;1615;3
;tET12;63;4000;ET;1;1512;1
;tET7;54;3000;ET;1;1325;3
;tET6;35;3000;ET;1;1240;1
;tET3;52;3000;ET;1;1118;1
;tET18;7;3000;ET;1;912;2
;tET0;4;2000;ET;1;870;3
;tET14;1;2000;ET;2;838;3
;tET15;39;2000;ET;4;815;3
;tET17;4;3000;ET;4;804;1
;tET5;28;2000;ET;4;723;1
;tET1;8;2000;ET;4;692;2
;tET2;38;2000;ET;5;580;1
;tET4;7;2000;ET;6;573;2
;tET16;21;2000;ET;6;547;1
;tET13;1;2000;ET;6;536;1
