tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;5;3000;TT;7;3000;0
;tTT1;17;4000;TT;7;4000;0
;tTT2;5;2000;TT;7;2000;0
;tTT3;20;4000;TT;7;4000;0
;tTT4;2;3000;TT;7;3000;0
;tTT5;24;4000;TT;7;4000;0
;tTT6;32;3000;TT;7;3000;0
;tTT7;24;2000;TT;7;2000;0
;tTT8;15;3000;TT;7;3000;0
;tTT9;9;3000;TT;7;3000;0
;tTT10;25;3000;TT;7;3000;0
;tTT11;16;3000;TT;7;3000;0
;tTT12;13;3000;TT;7;3000;0
;tTT13;6;4000;TT;7;4000;0
;tTT14;71;3000;TT;7;3000;0
;tTT15;11;2000;TT;7;2000;0
;tTT16;13;4000;TT;7;4000;0
;tTT17;12;2000;TT;7;2000;0
;tTT18;8;4000;TT;7;4000;0
;tTT19;6;3000;TT;7;3000;0
;tTT20;4;3000;TT;7;3000;0
;tTT21;24;4000;TT;7;4000;0
;tTT22;82;4000;TT;7;4000;0
;tTT23;14;4000;TT;7;4000;0
;tTT24;35;4000;TT;7;4000;0
;tTT25;2;2000;TT;7;2000;0
;tTT26;58;3000;TT;7;3000;0
;tTT27;76;4000;TT;7;4000;0
;tTT28;29;3000;TT;7;3000;0
;tTT29;9;3000;TT;7;3000;0
;tET14;14;4000;ET;0;1840;2
;tET1;1;4000;ET;0;1812;3
;tET16;62;4000;ET;1;1637;3
;tET2;170;4000;ET;1;1595;3
;tET17;5;4000;ET;1;1549;1
;tET6;8;4000;ET;2;1513;3
;tET7;338;4000;ET;2;1464;2
;tET19;25;3000;ET;2;1436;1
;tET4;55;3000;ET;2;1376;2
;tET8;6;3000;ET;3;1278;3
;tET0;150;4000;ET;3;1196;2
;tET13;85;3000;ET;4;1104;1
;tET3;54;3000;ET;4;1075;3
;tET10;49;3000;ET;4;1072;2
;tET11;31;3000;ET;4;1040;1
;tET18;18;2000;ET;4;957;2
;tET15;58;2000;ET;5;930;2
;tET9;56;2000;ET;5;885;1
;tET12;52;2000;ET;5;636;1
;tET5;45;2000;ET;5;633;1
