tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;10;3000;TT;7;3000;0
;tTT1;12;3000;TT;7;3000;0
;tTT2;6;2000;TT;7;2000;0
;tTT3;3;3000;TT;7;3000;0
;tTT4;1;2000;TT;7;2000;0
;tTT5;3;4000;TT;7;4000;0
;tTT6;13;2000;TT;7;2000;0
;tTT7;8;4000;TT;7;4000;0
;tTT8;45;3000;TT;7;3000;0
;tTT9;8;4000;TT;7;4000;0
;tTT10;4;4000;TT;7;4000;0
;tTT11;2;4000;TT;7;4000;0
;tTT12;15;3000;TT;7;3000;0
;tTT13;34;3000;TT;7;3000;0
;tTT14;21;4000;TT;7;4000;0
;tTT15;32;4000;TT;7;4000;0
;tTT16;1;4000;TT;7;4000;0
;tTT17;6;2000;TT;7;2000;0
;tTT18;6;3000;TT;7;3000;0
;tTT19;6;2000;TT;7;2000;0
;tTT20;26;4000;TT;7;4000;0
;tTT21;3;4000;TT;7;4000;0
;tTT22;13;4000;TT;7;4000;0
;tTT23;17;4000;TT;7;4000;0
;tTT24;3;3000;TT;7;3000;0
;tTT25;16;3000;TT;7;3000;0
;tTT26;8;2000;TT;7;2000;0
;tTT27;5;4000;TT;7;4000;0
;tTT28;1;2000;TT;7;2000;0
;tTT29;1;2000;TT;7;2000;0
;tET6;73;4000;ET;0;1887;1
;tET8;12;4000;ET;0;1812;1
;tET16;115;4000;ET;0;1733;1
;tET10;78;4000;ET;1;1663;2
;tET4;59;3000;ET;2;1450;2
;tET14;79;4000;ET;2;1383;1
;tET9;40;3000;ET;2;1135;2
;tET17;77;4000;ET;2;1129;3
;tET13;6;3000;ET;2;1115;1
;tET0;206;4000;ET;2;1084;3
;tET18;99;3000;ET;3;1005;2
;tET7;26;2000;ET;3;987;1
;tET15;37;2000;ET;3;945;3
;tET11;26;2000;ET;3;904;1
;tET3;13;2000;ET;4;865;2
;tET19;30;3000;ET;4;853;2
;tET1;9;2000;ET;4;826;2
;tET2;63;2000;ET;4;637;1
;tET12;14;2000;ET;6;607;1
;tET5;143;2000;ET;6;594;2
