tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;13;4000;TT;7;4000;0
;tTT1;71;4000;TT;7;4000;0
;tTT2;17;3000;TT;7;3000;0
;tTT3;13;4000;TT;7;4000;0
;tTT4;50;4000;TT;7;4000;0
;tTT5;12;2000;TT;7;2000;0
;tTT6;31;4000;TT;7;4000;0
;tTT7;1;2000;TT;7;2000;0
;tTT8;3;2000;TT;7;2000;0
;tTT9;26;3000;TT;7;3000;0
;tTT10;16;2000;TT;7;2000;0
;tTT11;50;4000;TT;7;4000;0
;tTT12;8;4000;TT;7;4000;0
;tTT13;19;3000;TT;7;3000;0
;tTT14;27;4000;TT;7;4000;0
;tTT15;7;2000;TT;7;2000;0
;tTT16;2;4000;TT;7;4000;0
;tTT17;50;4000;TT;7;4000;0
;tTT18;17;2000;TT;7;2000;0
;tTT19;21;3000;TT;7;3000;0
;tTT20;10;4000;TT;7;4000;0
;tTT21;33;4000;TT;7;4000;0
;tTT22;10;3000;TT;7;3000;0
;tTT23;6;3000;TT;7;3000;0
;tTT24;34;2000;TT;7;2000;0
;tTT25;27;4000;TT;7;4000;0
;tTT26;3;2000;TT;7;2000;0
;tTT27;63;4000;TT;7;4000;0
;tTT28;3;2000;TT;7;2000;0
;tTT29;24;2000;TT;7;2000;0
;tET19;69;4000;ET;0;1570;1
;tET8;25;4000;ET;0;1472;2
;tET14;26;4000;ET;1;1450;2
;tET12;32;3000;ET;1;1367;1
;tET13;123;3000;ET;2;1290;2
;tET17;74;3000;ET;3;1205;3
;tET5;106;3000;ET;3;1203;2
;tET2;30;4000;ET;4;1139;3
;tET9;9;3000;ET;4;1135;2
;tET11;83;4000;ET;4;1103;2
;tET15;96;3000;ET;4;1094;1
;tET10;63;2000;ET;4;979;1
;tET0;85;2000;ET;4;978;3
;tET4;44;3000;ET;5;903;3
;tET3;40;2000;ET;5;879;3
;tET7;13;2000;ET;6;858;2
;tET1;101;2000;ET;6;824;3
;tET16;33;2000;ET;6;781;1
;tET18;96;2000;ET;6;704;3
;tET6;138;2000;ET;6;625;1
