tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;27;4000;TT;7;4000;0
;tTT1;68;4000;TT;7;4000;0
;tTT2;45;2000;TT;7;2000;0
;tTT3;10;2000;TT;7;2000;0
;tTT4;5;3000;TT;7;3000;0
;tTT5;37;4000;TT;7;4000;0
;tTT6;21;3000;TT;7;3000;0
;tTT7;31;3000;TT;7;3000;0
;tTT8;10;3000;TT;7;3000;0
;tTT9;41;4000;TT;7;4000;0
;tTT10;17;4000;TT;7;4000;0
;tTT11;16;2000;TT;7;2000;0
;tTT12;28;4000;TT;7;4000;0
;tTT13;9;3000;TT;7;3000;0
;tTT14;4;2000;TT;7;2000;0
;tTT15;12;2000;TT;7;2000;0
;tTT16;95;4000;TT;7;4000;0
;tTT17;6;2000;TT;7;2000;0
;tTT18;2;2000;TT;7;2000;0
;tTT19;50;3000;TT;7;3000;0
;tTT20;2;3000;TT;7;3000;0
;tTT21;9;2000;TT;7;2000;0
;tTT22;14;4000;TT;7;4000;0
;tTT23;20;4000;TT;7;4000;0
;tTT24;18;4000;TT;7;4000;0
;tTT25;6;2000;TT;7;2000;0
;tTT26;17;3000;TT;7;3000;0
;tTT27;13;2000;TT;7;2000;0
;tTT28;11;4000;TT;7;4000;0
;tTT29;6;4000;TT;7;4000;0
;tET8;83;4000;ET;0;1809;3
;tET13;106;4000;ET;0;1765;1
;tET4;50;4000;ET;0;1718;3
;tET19;25;3000;ET;1;1421;1
;tET1;150;3000;ET;1;1419;3
;tET9;231;3000;ET;2;1334;2
;tET14;15;3000;ET;3;1151;2
;tET3;5;4000;ET;3;1096;2
;tET0;53;4000;ET;4;1047;1
;tET10;160;3000;ET;4;998;3
;tET17;33;2000;ET;4;985;3
;tET18;71;3000;ET;4;950;2
;tET15;11;2000;ET;5;942;1
;tET6;93;2000;ET;6;892;3
;tET16;136;2000;ET;6;891;3
;tET2;33;2000;ET;6;890;3
;tET7;28;2000;ET;6;859;1
;tET12;23;3000;ET;6;837;2
;tET11;68;3000;ET;6;777;3
;tET5;28;2000;ET;6;542;3
