tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;21;2000;TT;7;2000;0
;tTT1;88;2000;TT;7;2000;0
;tTT2;35;4000;TT;7;4000;0
;tTT3;77;4000;TT;7;4000;0
;tTT4;67;2000;TT;7;2000;0
;tTT5;63;2000;TT;7;2000;0
;tTT6;62;2000;TT;7;2000;0
;tTT7;10;2000;TT;7;2000;0
;tTT8;13;2000;TT;7;2000;0
;tTT9;7;4000;TT;7;4000;0
;tTT10;8;4000;TT;7;4000;0
;tTT11;124;3000;TT;7;3000;0
;tTT12;21;2000;TT;7;2000;0
;tTT13;38;4000;TT;7;4000;0
;tTT14;65;4000;TT;7;4000;0
;tTT15;6;2000;TT;7;2000;0
;tTT16;26;2000;TT;7;2000;0
;tTT17;62;3000;TT;7;3000;0
;tTT18;68;3000;TT;7;3000;0
;tTT19;58;4000;TT;7;4000;0
;tTT20;42;4000;TT;7;4000;0
;tTT21;49;4000;TT;7;4000;0
;tTT22;108;3000;TT;7;3000;0
;tTT23;29;4000;TT;7;4000;0
;tTT24;50;2000;TT;7;2000;0
;tTT25;37;3000;TT;7;3000;0
;tTT26;20;3000;TT;7;3000;0
;tTT27;118;4000;TT;7;4000;0
;tTT28;25;2000;TT;7;2000;0
;tTT29;35;4000;TT;7;4000;0
;tET0;12;4000;ET;0;1819;2
;tET16;31;4000;ET;1;1758;2
;tET12;6;4000;ET;1;1619;2
;tET13;13;4000;ET;1;1577;1
;tET19;9;3000;ET;2;1493;1
;tET14;38;4000;ET;3;1481;2
;tET3;10;4000;ET;3;1416;1
;tET1;13;4000;ET;3;1403;1
;tET4;8;3000;ET;4;1375;1
;tET18;43;3000;ET;4;1337;3
;tET7;7;3000;ET;4;1297;1
;tET8;19;4000;ET;5;1272;2
;tET5;12;3000;ET;5;1250;2
;tET2;95;4000;ET;5;1194;1
;tET6;16;4000;ET;5;1153;2
;tET11;10;4000;ET;5;1070;2
;tET15;9;2000;ET;6;857;3
;tET9;7;2000;ET;6;843;2
;tET10;6;2000;ET;6;787;3
;tET17;1;2000;ET;6;561;2
