tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;63;3000;TT;7;3000;0
;tTT1;2;3000;TT;7;3000;0
;tTT2;4;2000;TT;7;2000;0
;tTT3;75;4000;TT;7;4000;0
;tTT4;48;3000;TT;7;3000;0
;tTT5;277;4000;TT;7;4000;0
;tTT6;37;3000;TT;7;3000;0
;tTT7;21;2000;TT;7;2000;0
;tTT8;21;2000;TT;7;2000;0
;tTT9;25;3000;TT;7;3000;0
;tTT10;13;2000;TT;7;2000;0
;tTT11;38;4000;TT;7;4000;0
;tTT12;13;2000;TT;7;2000;0
;tTT13;50;2000;TT;7;2000;0
;tTT14;45;4000;TT;7;4000;0
;tTT15;88;4000;TT;7;4000;0
;tTT16;11;2000;TT;7;2000;0
;tTT17;7;3000;TT;7;3000;0
;tTT18;36;2000;TT;7;2000;0
;tTT19;19;2000;TT;7;2000;0
;tTT20;188;2000;TT;7;2000;0
;tTT21;2;2000;TT;7;2000;0
;tTT22;101;2000;TT;7;2000;0
;tTT23;28;2000;TT;7;2000;0
;tTT24;53;3000;TT;7;3000;0
;tTT25;11;4000;TT;7;4000;0
;tTT26;14;3000;TT;7;3000;0
;tTT27;12;2000;TT;7;2000;0
;tTT28;68;3000;TT;7;3000;0
;tTT29;29;4000;TT;7;4000;0
;tET8;20;4000;ET;1;1815;3
;tET15;14;4000;ET;1;1736;1
;tET0;93;4000;ET;1;1725;3
;tET12;1;4000;ET;1;1697;2
;tET11;6;4000;ET;1;1627;1
;tET9;9;4000;ET;1;1407;2
;tET19;1;3000;ET;2;1381;2
;tET17;16;3000;ET;2;1205;2
;tET7;12;3000;ET;3;1178;2
;tET2;10;4000;ET;3;1134;1
;tET16;37;4000;ET;4;1122;2
;tET5;20;4000;ET;4;1050;1
;tET3;3;4000;ET;4;1027;2
;tET13;11;3000;ET;4;971;2
;tET14;37;2000;ET;4;952;2
;tET4;5;3000;ET;5;896;1
;tET10;3;2000;ET;6;759;1
;tET18;2;2000;ET;6;709;2
;tET1;5;2000;ET;6;638;3
;tET6;23;2000;ET;6;549;2
