tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;93;3000;TT;7;3000;0
;tTT1;27;3000;TT;7;3000;0
;tTT2;58;3000;TT;7;3000;0
;tTT3;10;2000;TT;7;2000;0
;tTT4;47;4000;TT;7;4000;0
;tTT5;81;4000;TT;7;4000;0
;tTT6;6;4000;TT;7;4000;0
;tTT7;91;4000;TT;7;4000;0
;tTT8;68;4000;TT;7;4000;0
;tTT9;7;3000;TT;7;3000;0
;tTT10;23;2000;TT;7;2000;0
;tTT11;29;2000;TT;7;2000;0
;tTT12;21;3000;TT;7;3000;0
;tTT13;91;4000;TT;7;4000;0
;tTT14;10;4000;TT;7;4000;0
;tTT15;83;4000;TT;7;4000;0
;tTT16;36;2000;TT;7;2000;0
;tTT17;37;3000;TT;7;3000;0
;tTT18;30;3000;TT;7;3000;0
;tTT19;110;2000;TT;7;2000;0
;tTT20;16;2000;TT;7;2000;0
;tTT21;19;3000;TT;7;3000;0
;tTT22;45;3000;TT;7;3000;0
;tTT23;74;3000;TT;7;3000;0
;tTT24;50;4000;TT;7;4000;0
;tTT25;3;3000;TT;7;3000;0
;tTT26;93;4000;TT;7;4000;0
;tTT27;74;3000;TT;7;3000;0
;tTT28;71;4000;TT;7;4000;0
;tTT29;116;2000;TT;7;2000;0
;tET6;22;4000;ET;0;1927;2
;tET8;107;4000;ET;0;1667;2
;tET18;2;3000;ET;0;1382;1
;tET5;111;3000;ET;1;1351;3
;tET12;11;3000;ET;2;1318;1
;tET13;60;3000;ET;2;1250;3
;tET16;2;4000;ET;3;1240;2
;tET14;110;4000;ET;3;1209;2
;tET11;33;4000;ET;3;1179;3
;tET3;46;3000;ET;4;1157;2
;tET0;2;3000;ET;4;1147;1
;tET4;114;2000;ET;4;958;2
;tET15;49;2000;ET;4;928;1
;tET17;117;2000;ET;5;883;2
;tET7;45;3000;ET;5;834;2
;tET19;50;2000;ET;5;810;3
;tET2;62;2000;ET;5;780;3
;tET1;66;2000;ET;5;567;3
;tET9;15;2000;ET;6;505;1
;tET10;12;2000;ET;6;504;2
