tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;20;2000;TT;7;2000;0
;tTT1;77;3000;TT;7;3000;0
;tTT2;49;2000;TT;7;2000;0
;tTT3;77;2000;TT;7;2000;0
;tTT4;34;2000;TT;7;2000;0
;tTT5;12;4000;TT;7;4000;0
;tTT6;218;4000;TT;7;4000;0
;tTT7;68;2000;TT;7;2000;0
;tTT8;18;2000;TT;7;2000;0
;tTT9;55;3000;TT;7;3000;0
;tTT10;124;3000;TT;7;3000;0
;tTT11;20;4000;TT;7;4000;0
;tTT12;11;2000;TT;7;2000;0
;tTT13;8;2000;TT;7;2000;0
;tTT14;57;4000;TT;7;4000;0
;tTT15;11;4000;TT;7;4000;0
;tTT16;3;4000;TT;7;4000;0
;tTT17;118;4000;TT;7;4000;0
;tTT18;8;4000;TT;7;4000;0
;tTT19;42;2000;TT;7;2000;0
;tTT20;7;3000;TT;7;3000;0
;tTT21;6;4000;TT;7;4000;0
;tTT22;19;4000;TT;7;4000;0
;tTT23;20;2000;TT;7;2000;0
;tTT24;42;4000;TT;7;4000;0
;tTT25;163;2000;TT;7;2000;0
;tTT26;9;3000;TT;7;3000;0
;tTT27;26;2000;TT;7;2000;0
;tTT28;33;3000;TT;7;3000;0
;tTT29;16;2000;TT;7;2000;0
;tET12;2;4000;ET;0;1712;2
;tET2;92;4000;ET;0;1560;2
;tET8;7;4000;ET;0;1472;3
;tET18;87;3000;ET;0;1442;2
;tET15;11;3000;ET;0;1406;3
;tET1;55;3000;ET;1;1156;3
;tET0;24;4000;ET;1;1128;3
;tET16;154;4000;ET;1;1050;3
;tET10;165;3000;ET;2;980;1
;tET5;17;2000;ET;2;934;3
;tET6;103;3000;ET;2;930;1
;tET3;117;2000;ET;3;857;2
;tET11;22;3000;ET;3;853;1
;tET13;11;3000;ET;3;845;2
;tET4;84;2000;ET;3;768;3
;tET14;25;2000;ET;4;709;3
;tET17;60;2000;ET;6;644;3
;tET7;4;2000;ET;6;569;2
;tET19;8;2000;ET;6;567;2
;tET9;49;2000;ET;6;562;3
