tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;64;4000;TT;7;4000;0
;tTT1;35;4000;TT;7;4000;0
;tTT2;12;2000;TT;7;2000;0
;tTT3;21;2000;TT;7;2000;0
;tTT4;28;2000;TT;7;2000;0
;tTT5;44;3000;TT;7;3000;0
;tTT6;15;2000;TT;7;2000;0
;tTT7;64;3000;TT;7;3000;0
;tTT8;47;2000;TT;7;2000;0
;tTT9;27;3000;TT;7;3000;0
;tTT10;6;3000;TT;7;3000;0
;tTT11;31;4000;TT;7;4000;0
;tTT12;81;3000;TT;7;3000;0
;tTT13;12;2000;TT;7;2000;0
;tTT14;65;3000;TT;7;3000;0
;tTT15;6;4000;TT;7;4000;0
;tTT16;28;4000;TT;7;4000;0
;tTT17;25;3000;TT;7;3000;0
;tTT18;22;2000;TT;7;2000;0
;tTT19;70;3000;TT;7;3000;0
;tTT20;80;3000;TT;7;3000;0
;tTT21;67;2000;TT;7;2000;0
;tTT22;28;2000;TT;7;2000;0
;tTT23;58;4000;TT;7;4000;0
;tTT24;28;2000;TT;7;2000;0
;tTT25;11;3000;TT;7;3000;0
;tTT26;7;4000;TT;7;4000;0
;tTT27;12;2000;TT;7;2000;0
;tTT28;29;3000;TT;7;3000;0
;tTT29;70;2000;TT;7;2000;0
;tET17;45;4000;ET;0;1646;1
;tET13;55;3000;ET;0;1395;3
;tET19;9;3000;ET;1;1330;2
;tET9;7;3000;ET;1;1284;1
;tET14;12;3000;ET;1;1230;2
;tET6;91;3000;ET;2;1067;1
;tET18;36;4000;ET;2;1057;2
;tET3;30;3000;ET;2;1024;1
;tET0;3;2000;ET;3;926;1
;tET15;253;2000;ET;3;917;2
;tET16;96;3000;ET;3;904;2
;tET10;177;2000;ET;4;857;2
;tET11;37;2000;ET;4;850;3
;tET12;14;2000;ET;5;844;2
;tET5;177;2000;ET;5;766;3
;tET1;41;2000;ET;5;730;1
;tET4;26;2000;ET;5;726;2
;tET7;3;2000;ET;6;710;3
;tET8;5;2000;ET;6;708;1
;tET2;31;2000;ET;6;578;3
