tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;4;2000;TT;7;2000;0
;tTT1;23;3000;TT;7;3000;0
;tTT2;20;2000;TT;7;2000;0
;tTT3;3;2000;TT;7;2000;0
;tTT4;11;4000;TT;7;4000;0
;tTT5;42;4000;TT;7;4000;0
;tTT6;7;4000;TT;7;4000;0
;tTT7;4;4000;TT;7;4000;0
;tTT8;7;4000;TT;7;4000;0
;tTT9;2;4000;TT;7;4000;0
;tTT10;15;2000;TT;7;2000;0
;tTT11;16;2000;TT;7;2000;0
;tTT12;14;4000;TT;7;4000;0
;tTT13;1;2000;TT;7;2000;0
;tTT14;10;4000;TT;7;4000;0
;tTT15;3;2000;TT;7;2000;0
;tTT16;1;2000;TT;7;2000;0
;tTT17;26;2000;TT;7;2000;0
;tTT18;17;2000;TT;7;2000;0
;tTT19;8;2000;TT;7;2000;0
;tTT20;13;4000;TT;7;4000;0
;tTT21;2;3000;TT;7;3000;0
;tTT22;8;3000;TT;7;3000;0
;tTT23;3;3000;TT;7;3000;0
;tTT24;6;4000;TT;7;4000;0
;tTT25;2;3000;TT;7;3000;0
;tTT26;7;4000;TT;7;4000;0
;tTT27;2;3000;TT;7;3000;0
;tTT28;11;3000;TT;7;3000;0
;tTT29;1;2000;TT;7;2000;0
;tET8;32;4000;ET;0;1926;1
;tET6;263;4000;ET;0;1920;2
;tET3;340;4000;ET;0;1521;2
;tET11;35;4000;ET;0;1487;1
;tET16;76;4000;ET;1;1349;2
;tET18;6;4000;ET;1;1347;2
;tET14;92;3000;ET;1;1314;3
;tET15;118;3000;ET;1;1168;3
;tET2;66;2000;ET;1;912;1
;tET4;157;3000;ET;1;898;3
;tET13;8;2000;ET;3;882;1
;tET17;3;2000;ET;3;868;1
;tET7;14;2000;ET;3;832;2
;tET12;5;2000;ET;4;830;1
;tET9;108;2000;ET;4;821;3
;tET10;165;2000;ET;4;792;2
;tET19;119;2000;ET;6;726;1
;tET5;12;2000;ET;6;663;2
;tET0;70;2000;ET;6;635;3
;tET1;17;2000;ET;6;552;2
