tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;6;4000;TT;7;4000;0
;tTT1;38;3000;TT;7;3000;0
;tTT2;19;4000;TT;7;4000;0
;tTT3;5;3000;TT;7;3000;0
;tTT4;4;3000;TT;7;3000;0
;tTT5;36;2000;TT;7;2000;0
;tTT6;28;4000;TT;7;4000;0
;tTT7;103;2000;TT;7;2000;0
;tTT8;24;2000;TT;7;2000;0
;tTT9;6;4000;TT;7;4000;0
;tTT10;6;2000;TT;7;2000;0
;tTT11;11;3000;TT;7;3000;0
;tTT12;211;4000;TT;7;4000;0
;tTT13;79;3000;TT;7;3000;0
;tTT14;86;2000;TT;7;2000;0
;tTT15;47;4000;TT;7;4000;0
;tTT16;162;2000;TT;7;2000;0
;tTT17;6;2000;TT;7;2000;0
;tTT18;99;2000;TT;7;2000;0
;tTT19;10;2000;TT;7;2000;0
;tTT20;35;4000;TT;7;4000;0
;tTT21;10;3000;TT;7;3000;0
;tTT22;2;2000;TT;7;2000;0
;tTT23;2;3000;TT;7;3000;0
;tTT24;5;2000;TT;7;2000;0
;tTT25;280;4000;TT;7;4000;0
;tTT26;24;4000;TT;7;4000;0
;tTT27;6;2000;TT;7;2000;0
;tTT28;22;4000;TT;7;4000;0
;tTT29;58;4000;TT;7;4000;0
;tET2;26;4000;ET;0;1934;1
;tET18;45;4000;ET;1;1629;1
;tET11;10;4000;ET;1;1611;3
;tET4;17;4000;ET;1;1436;1
;tET3;10;4000;ET;2;1314;2
;tET17;30;3000;ET;2;1264;1
;tET5;6;4000;ET;2;1234;1
;tET1;25;3000;ET;3;1222;2
;tET6;4;3000;ET;3;1186;3
;tET9;3;4000;ET;3;1160;1
;tET0;15;4000;ET;4;1138;2
;tET15;3;4000;ET;4;1084;3
;tET7;2;3000;ET;4;971;1
;tET16;24;3000;ET;4;961;1
;tET13;4;3000;ET;4;892;2
;tET19;12;2000;ET;4;859;3
;tET14;10;2000;ET;5;831;1
;tET8;14;2000;ET;5;817;1
;tET10;8;2000;ET;6;720;2
;tET12;37;2000;ET;6;618;1
