tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;18;3000;TT;7;3000;0
;tTT1;2;3000;TT;7;3000;0
;tTT2;3;4000;TT;7;4000;0
;tTT3;45;3000;TT;7;3000;0
;tTT4;16;3000;TT;7;3000;0
;tTT5;58;4000;TT;7;4000;0
;tTT6;1;4000;TT;7;4000;0
;tTT7;31;4000;TT;7;4000;0
;tTT8;48;2000;TT;7;2000;0
;tTT9;8;2000;TT;7;2000;0
;tTT10;8;2000;TT;7;2000;0
;tTT11;87;3000;TT;7;3000;0
;tTT12;7;3000;TT;7;3000;0
;tTT13;15;3000;TT;7;3000;0
;tTT14;16;3000;TT;7;3000;0
;tTT15;7;2000;TT;7;2000;0
;tTT16;12;4000;TT;7;4000;0
;tTT17;44;2000;TT;7;2000;0
;tTT18;3;4000;TT;7;4000;0
;tTT19;19;2000;TT;7;2000;0
;tTT20;14;3000;TT;7;3000;0
;tTT21;1;3000;TT;7;3000;0
;tTT22;3;3000;TT;7;3000;0
;tTT23;32;3000;TT;7;3000;0
;tTT24;19;4000;TT;7;4000;0
;tTT25;8;2000;TT;7;2000;0
;tTT26;1;2000;TT;7;2000;0
;tTT27;4;4000;TT;7;4000;0
;tTT28;17;2000;TT;7;2000;0
;tTT29;15;2000;TT;7;2000;0
;tET0;12;4000;ET;1;1858;2
;tET1;160;4000;ET;1;1816;2
;tET19;55;4000;ET;1;1725;1
;tET12;135;4000;ET;2;1282;3
;tET4;153;3000;ET;3;1243;3
;tET17;82;3000;ET;3;1243;3
;tET6;48;3000;ET;4;1199;3
;tET18;113;3000;ET;4;1041;1
;tET13;72;3000;ET;4;1024;2
;tET15;136;3000;ET;4;1019;2
;tET9;97;2000;ET;4;989;3
;tET10;115;2000;ET;5;918;2
;tET11;23;2000;ET;5;894;1
;tET7;15;2000;ET;5;854;1
;tET5;124;3000;ET;5;848;2
;tET16;133;3000;ET;5;844;3
;tET8;106;2000;ET;6;810;1
;tET14;39;2000;ET;6;743;1
;tET3;23;2000;ET;6;731;3
;tET2;34;2000;ET;6;557;2
