tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;15;2000;TT;7;2000;0
;tTT1;11;3000;TT;7;3000;0
;tTT2;22;4000;TT;7;4000;0
;tTT3;16;4000;TT;7;4000;0
;tTT4;2;2000;TT;7;2000;0
;tTT5;34;3000;TT;7;3000;0
;tTT6;3;3000;TT;7;3000;0
;tTT7;40;4000;TT;7;4000;0
;tTT8;10;2000;TT;7;2000;0
;tTT9;22;4000;TT;7;4000;0
;tTT10;1;2000;TT;7;2000;0
;tTT11;32;3000;TT;7;3000;0
;tTT12;38;4000;TT;7;4000;0
;tTT13;26;4000;TT;7;4000;0
;tTT14;27;4000;TT;7;4000;0
;tTT15;8;4000;TT;7;4000;0
;tTT16;28;4000;TT;7;4000;0
;tTT17;10;4000;TT;7;4000;0
;tTT18;45;3000;TT;7;3000;0
;tTT19;11;2000;TT;7;2000;0
;tTT20;22;2000;TT;7;2000;0
;tTT21;106;4000;TT;7;4000;0
;tTT22;15;3000;TT;7;3000;0
;tTT23;4;3000;TT;7;3000;0
;tTT24;9;2000;TT;7;2000;0
;tTT25;26;3000;TT;7;3000;0
;tTT26;19;2000;TT;7;2000;0
;tTT27;7;2000;TT;7;2000;0
;tTT28;13;2000;TT;7;2000;0
;tTT29;26;3000;TT;7;3000;0
;tET10;46;4000;ET;0;1765;3
;tET12;67;4000;ET;0;1726;2
;tET9;47;4000;ET;0;1725;2
;tET7;5;4000;ET;0;1611;3
;tET2;769;4000;ET;0;1558;2
;tET1;30;4000;ET;1;1477;2
;tET4;142;3000;ET;1;1460;3
;tET17;85;4000;ET;2;1441;2
;tET13;44;3000;ET;2;1328;2
;tET15;130;4000;ET;2;1302;3
;tET0;128;4000;ET;3;1284;2
;tET3;89;3000;ET;3;1040;1
;tET16;85;2000;ET;3;967;3
;tET14;116;2000;ET;3;760;3
;tET6;7;2000;ET;4;701;2
;tET18;45;2000;ET;4;659;3
;tET19;31;2000;ET;5;643;1
;tET5;14;2000;ET;5;589;1
;tET11;56;2000;ET;6;547;1
;tET8;17;2000;ET;6;509;1
