tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;16;4000;TT;7;4000;0
;tTT1;2;4000;TT;7;4000;0
;tTT2;28;3000;TT;7;3000;0
;tTT3;83;4000;TT;7;4000;0
;tTT4;66;4000;TT;7;4000;0
;tTT5;35;4000;TT;7;4000;0
;tTT6;31;2000;TT;7;2000;0
;tTT7;4;3000;TT;7;3000;0
;tTT8;18;2000;TT;7;2000;0
;tTT9;190;4000;TT;7;4000;0
;tTT10;43;4000;TT;7;4000;0
;tTT11;9;2000;TT;7;2000;0
;tTT12;82;3000;TT;7;3000;0
;tTT13;9;2000;TT;7;2000;0
;tTT14;139;3000;TT;7;3000;0
;tTT15;24;2000;TT;7;2000;0
;tTT16;30;4000;TT;7;4000;0
;tTT17;110;4000;TT;7;4000;0
;tTT18;80;4000;TT;7;4000;0
;tTT19;12;2000;TT;7;2000;0
;tTT20;39;4000;TT;7;4000;0
;tTT21;73;4000;TT;7;4000;0
;tTT22;32;2000;TT;7;2000;0
;tTT23;45;4000;TT;7;4000;0
;tTT24;46;3000;TT;7;3000;0
;tTT25;8;2000;TT;7;2000;0
;tTT26;8;4000;TT;7;4000;0
;tTT27;18;2000;TT;7;2000;0
;tTT28;37;3000;TT;7;3000;0
;tTT29;31;4000;TT;7;4000;0
;tET19;188;4000;ET;0;2000;3
;tET2;17;4000;ET;0;1991;3
;tET5;57;4000;ET;0;1837;1
;tET14;256;4000;ET;0;1798;2
;tET8;1;4000;ET;0;1706;3
;tET0;444;4000;ET;1;1577;2
;tET13;7;3000;ET;1;1327;3
;tET4;44;3000;ET;1;1320;3
;tET10;13;3000;ET;1;1216;2
;tET9;45;4000;ET;1;1021;2
;tET11;1;3000;ET;2;919;2
;tET12;51;2000;ET;2;913;1
;tET16;104;2000;ET;2;893;1
;tET1;28;2000;ET;3;824;1
;tET6;19;2000;ET;3;757;1
;tET3;45;2000;ET;4;622;2
;tET7;126;2000;ET;4;622;1
;tET17;7;2000;ET;5;586;3
;tET18;48;2000;ET;5;561;2
;tET15;33;2000;ET;6;527;3
