tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;23;2000;TT;7;2000;0
;tTT1;4;4000;TT;7;4000;0
;tTT2;6;2000;TT;7;2000;0
;tTT3;7;4000;TT;7;4000;0
;tTT4;73;3000;TT;7;3000;0
;tTT5;4;3000;TT;7;3000;0
;tTT6;46;2000;TT;7;2000;0
;tTT7;101;3000;TT;7;3000;0
;tTT8;161;3000;TT;7;3000;0
;tTT9;1;4000;TT;7;4000;0
;tTT10;40;4000;TT;7;4000;0
;tTT11;53;3000;TT;7;3000;0
;tTT12;57;4000;TT;7;4000;0
;tTT13;70;3000;TT;7;3000;0
;tTT14;220;4000;TT;7;4000;0
;tTT15;12;3000;TT;7;3000;0
;tTT16;6;4000;TT;7;4000;0
;tTT17;13;3000;TT;7;3000;0
;tTT18;32;2000;TT;7;2000;0
;tTT19;15;2000;TT;7;2000;0
;tTT20;19;2000;TT;7;2000;0
;tTT21;1;4000;TT;7;4000;0
;tTT22;55;3000;TT;7;3000;0
;tTT23;22;3000;TT;7;3000;0
;tTT24;72;3000;TT;7;3000;0
;tTT25;3;2000;TT;7;2000;0
;tTT26;2;3000;TT;7;3000;0
;tTT27;52;3000;TT;7;3000;0
;tTT28;17;2000;TT;7;2000;0
;tTT29;30;3000;TT;7;3000;0
;tET6;196;4000;ET;0;1837;1
;tET5;128;4000;ET;0;1718;2
;tET11;106;4000;ET;1;1538;3
;tET3;131;4000;ET;1;1329;3
;tET7;141;4000;ET;1;1303;3
;tET12;81;4000;ET;1;1290;2
;tET16;2;3000;ET;2;1285;3
;tET19;27;3000;ET;2;1206;2
;tET13;155;3000;ET;3;1152;3
;tET2;15;4000;ET;3;1135;3
;tET4;5;4000;ET;3;1111;3
;tET0;111;3000;ET;3;1051;1
;tET17;9;2000;ET;4;988;3
;tET18;36;2000;ET;5;950;2
;tET1;26;2000;ET;5;948;2
;tET10;160;2000;ET;6;934;3
;tET14;55;2000;ET;6;816;2
;tET9;91;3000;ET;6;796;3
;tET15;10;2000;ET;6;545;2
;tET8;52;2000;ET;6;524;2
