tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;5;3000;TT;7;3000;0
;tTT1;7;3000;TT;7;3000;0
;tTT2;14;4000;TT;7;4000;0
;tTT3;1;3000;TT;7;3000;0
;tTT4;4;3000;TT;7;3000;0
;tTT5;7;2000;TT;7;2000;0
;tTT6;1;2000;TT;7;2000;0
;tTT7;5;3000;TT;7;3000;0
;tTT8;5;3000;TT;7;3000;0
;tTT9;1;4000;TT;7;4000;0
;tTT10;2;3000;TT;7;3000;0
;tTT11;3;3000;TT;7;3000;0
;tTT12;40;4000;TT;7;4000;0
;tTT13;8;3000;TT;7;3000;0
;tTT14;1;4000;TT;7;4000;0
;tTT15;6;4000;TT;7;4000;0
;tTT16;11;2000;TT;7;2000;0
;tTT17;1;3000;TT;7;3000;0
;tTT18;37;4000;TT;7;4000;0
;tTT19;4;2000;TT;7;2000;0
;tTT20;10;4000;TT;7;4000;0
;tTT21;9;3000;TT;7;3000;0
;tTT22;4;2000;TT;7;2000;0
;tTT23;5;2000;TT;7;2000;0
;tTT24;54;4000;TT;7;4000;0
;tTT25;2;4000;TT;7;4000;0
;tTT26;20;4000;TT;7;4000;0
;tTT27;15;4000;TT;7;4000;0
;tTT28;4;3000;TT;7;3000;0
;tTT29;84;4000;TT;7;4000;0
;tET8;25;4000;ET;1;1774;2
;tET2;10;4000;ET;1;1705;3
;tET5;2;3000;ET;1;1436;3
;tET12;4;3000;ET;2;1417;1
;tET7;22;4000;ET;2;1399;1
;tET19;2;4000;ET;2;1296;1
;tET13;9;4000;ET;2;1232;3
;tET9;38;3000;ET;2;1188;3
;tET14;54;3000;ET;3;1187;1
;tET0;22;3000;ET;3;1078;1
;tET11;2;3000;ET;3;1040;2
;tET6;12;3000;ET;3;1018;3
;tET10;13;3000;ET;3;945;3
;tET17;5;3000;ET;4;905;3
;tET16;14;3000;ET;4;898;2
;tET18;26;3000;ET;4;893;1
;tET15;22;2000;ET;5;845;3
;tET4;6;2000;ET;5;756;1
;tET1;12;2000;ET;6;633;1
;tET3;6;2000;ET;6;598;2
