tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;124;4000;TT;7;4000;0
;tTT1;7;4000;TT;7;4000;0
;tTT2;1;3000;TT;7;3000;0
;tTT3;23;2000;TT;7;2000;0
;tTT4;5;4000;TT;7;4000;0
;tTT5;34;2000;TT;7;2000;0
;tTT6;58;4000;TT;7;4000;0
;tTT7;8;3000;TT;7;3000;0
;tTT8;57;2000;TT;7;2000;0
;tTT9;49;4000;TT;7;4000;0
;tTT10;6;3000;TT;7;3000;0
;tTT11;19;2000;TT;7;2000;0
;tTT12;20;3000;TT;7;3000;0
;tTT13;2;4000;TT;7;4000;0
;tTT14;2;2000;TT;7;2000;0
;tTT15;16;3000;TT;7;3000;0
;tTT16;27;2000;TT;7;2000;0
;tTT17;43;2000;TT;7;2000;0
;tTT18;27;2000;TT;7;2000;0
;tTT19;7;3000;TT;7;3000;0
;tTT20;3;2000;TT;7;2000;0
;tTT21;7;2000;TT;7;2000;0
;tTT22;44;4000;TT;7;4000;0
;tTT23;93;4000;TT;7;4000;0
;tTT24;21;4000;TT;7;4000;0
;tTT25;69;2000;TT;7;2000;0
;tTT26;7;3000;TT;7;3000;0
;tTT27;22;3000;TT;7;3000;0
;tTT28;32;4000;TT;7;4000;0
;tTT29;35;3000;TT;7;3000;0
;tET18;148;4000;ET;0;1700;1
;tET1;53;4000;ET;0;1627;3
;tET16;25;4000;ET;0;1396;2
;tET11;57;3000;ET;0;1381;1
;tET13;5;3000;ET;1;1217;2
;tET5;7;3000;ET;1;1171;2
;tET14;13;3000;ET;1;1043;1
;tET9;4;2000;ET;2;993;3
;tET8;4;2000;ET;2;989;1
;tET3;151;2000;ET;2;930;2
;tET17;50;3000;ET;4;922;2
;tET12;16;2000;ET;4;906;1
;tET10;35;2000;ET;4;880;3
;tET15;115;2000;ET;4;880;1
;tET2;150;2000;ET;4;872;2
;tET7;21;2000;ET;5;866;3
;tET4;20;3000;ET;5;806;2
;tET19;77;3000;ET;5;771;2
;tET0;7;2000;ET;6;750;2
;tET6;40;2000;ET;6;566;1
